('142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142', '142'): 57
('3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125'): 2
('3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197'): 2
('3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197'): 2
('3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197'): 2
('3', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168'): 2
('265', '3', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168'): 2
('197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6'): 2
('197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125'): 2
('197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45'): 2
('175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('175', '174', '174', '174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '174', '174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33'): 2
('174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5'): 2
('174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3'): 2
('174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197'): 2
('174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33'): 2
('168', '265', '3', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168'): 2
('168', '168', '168', '168', '168', '265', '168', '168', '168', '265', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '265'): 2
('168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168'): 2
('168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168'): 2
('168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '168', '168', '168', '168', '168'): 2
('168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '168', '168', '168', '168'): 2
('168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '168', '168', '168'): 2
('168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '168', '265', '3'): 2
('11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5'): 2
('91', '91', '91', '6', '140', '196', '192', '91', '196', '5', '91', '91', '5', '6', '5', '91', '195', '91', '192', '195', '192', '6', '6', '91', '192'): 1
('91', '91', '91', '192', '3', '5', '5', '5', '5', '6', '3', '3', '197', '3', '91', '5', '6', '6', '3', '3', '5', '5', '3', '5', '5'): 1
('91', '91', '91', '162', '5', '6', '5', '5', '5', '5', '162', '91', '91', '5', '5', '3', '5', '197', '197', '192', '192', '5', '192', '3', '3'): 1
('91', '91', '91', '102', '195', '6', '192', '195', '196', '192', '196', '91', '5', '195', '5', '197', '13', '195', '195', '195', '195', '13', '33', '33', '33'): 1
('91', '91', '6', '91', '5', '196', '5', '5', '5', '197', '91', '195', '196', '5', '5', '5', '5', '5', '192', '195', '91', '195', '196', '91', '91'): 1
('91', '91', '6', '5', '197', '5', '197', '13', '195', '33', '33', '195', '195', '45', '146', '3', '168', '60', '91', '6', '102', '168', '168', '168', '168'): 1
('91', '91', '6', '3', '3', '6', '5', '5', '192', '5', '5', '3', '6', '3', '5', '5', '197', '3', '91', '91', '5', '5', '91', '3', '6'): 1
('91', '91', '6', '140', '196', '192', '91', '196', '5', '91', '91', '5', '6', '5', '91', '195', '91', '192', '195', '192', '6', '6', '91', '192', '195'): 1
('91', '91', '5', '91', '5', '6', '5', '91', '91', '6', '5', '197', '5', '197', '13', '195', '33', '33', '195', '195', '45', '146', '3', '168', '60'): 1
('91', '91', '5', '91', '196', '5', '6', '195', '78', '168', '5', '195', '102', '168', '168', '102', '168', '168', '102', '168', '102', '45', '104', '183', '331'): 1
('91', '91', '5', '6', '5', '91', '195', '91', '192', '195', '192', '6', '6', '91', '192', '195', '91', '192', '5', '5', '195', '197', '6', '140', '5'): 1
('91', '91', '5', '5', '91', '3', '6', '5', '5', '3', '91', '3', '5', '192', '91', '5', '91', '192', '5', '3', '6', '91', '5', '3', '3'): 1
('91', '91', '5', '5', '5', '5', '5', '192', '5', '197', '5', '192', '192', '3', '6', '91', '5', '5', '91', '3', '5', '5', '91', '3', '192'): 1
('91', '91', '5', '5', '3', '5', '197', '197', '192', '192', '5', '192', '3', '3', '6', '3', '5', '3', '91', '6', '5', '5', '6', '3', '5'): 1
('91', '91', '5', '3', '91', '5', '5', '141', '6', '162', '3', '197', '3', '5', '91', '5', '78', '5', '6', '91', '3', '91', '91', '3', '5'): 1
('91', '91', '5', '3', '91', '3', '5', '5', '192', '3', '3', '5', '3', '5', '5', '5', '91', '3', '3', '5', '5', '3', '5', '3', '3'): 1
('91', '91', '5', '197', '33', '13', '104', '5', '168', '102', '168', '102', '102', '102', '168', '168', '102', '102', '168', '163', '104', '13', '33', '268', '13'): 1
('91', '91', '5', '195', '91', '5', '5', '197', '5', '196', '195', '195', '91', '5', '5', '6', '197', '5', '195', '195', '195', '5', '140', '196', '195'): 1
('91', '91', '3', '5', '5', '6', '5', '197', '6', '91', '5', '6', '78', '162', '5', '3', '6', '91', '5', '197', '91', '3', '5', '91', '3'): 1
('91', '91', '196', '91', '192', '5', '91', '91', '91', '6', '140', '196', '192', '91', '196', '5', '91', '91', '5', '6', '5', '91', '195', '91', '192'): 1
('91', '91', '195', '196', '192', '5', '195', '6', '5', '192', '6', '91', '5', '196', '196', '5', '195', '33', '195', '195', '13', '195', '33', '13', '33'): 1
('91', '91', '192', '3', '5', '5', '5', '5', '6', '3', '3', '197', '3', '91', '5', '6', '6', '3', '3', '5', '5', '3', '5', '5', '3'): 1
('91', '91', '162', '5', '6', '5', '5', '5', '5', '162', '91', '91', '5', '5', '3', '5', '197', '197', '192', '192', '5', '192', '3', '3', '6'): 1
('91', '91', '102', '195', '6', '192', '195', '196', '192', '196', '91', '5', '195', '5', '197', '13', '195', '195', '195', '195', '13', '33', '33', '33', '33'): 1
('91', '78', '91', '197', '3', '5', '3', '3', '3', '5', '192', '197', '3', '6', '5', '5', '162', '5', '5', '91', '6', '5', '5', '3', '5'): 1
('91', '78', '104', '168', '102', '168', '102', '168', '168', '168', '168', '45', '45', '183', '122', '120', '6', '3', '6', '13', '183', '120', '78', '78', '168'): 1
('91', '6', '91', '5', '196', '5', '5', '5', '197', '91', '195', '196', '5', '5', '5', '5', '5', '192', '195', '91', '195', '196', '91', '91', '196'): 1
('91', '6', '5', '5', '6', '3', '5', '5', '6', '5', '3', '5', '6', '3', '3', '3', '5', '6', '3', '3', '91', '5', '5', '6', '5'): 1
('91', '6', '5', '5', '3', '5', '5', '3', '5', '5', '91', '3', '5', '5', '3', '3', '162', '91', '91', '91', '192', '3', '5', '5', '5'): 1
('91', '6', '5', '5', '3', '5', '3', '3', '3', '91', '5', '3', '5', '5', '5', '5', '3', '6', '6', '6', '91', '91', '91', '162', '5'): 1
('91', '6', '5', '197', '5', '197', '13', '195', '33', '33', '195', '195', '45', '146', '3', '168', '60', '91', '6', '102', '168', '168', '168', '168', '168'): 1
('91', '6', '5', '192', '6', '91', '5', '6', '91', '5', '91', '192', '5', '6', '3', '197', '5', '91', '5', '6', '3', '5', '91', '3', '197'): 1
('91', '6', '3', '5', '78', '91', '5', '197', '192', '3', '6', '91', '5', '197', '192', '197', '91', '5', '6', '5', '91', '78', '91', '197', '3'): 1
('91', '6', '3', '3', '6', '5', '5', '192', '5', '5', '3', '6', '3', '5', '5', '197', '3', '91', '91', '5', '5', '91', '3', '6', '5'): 1
('91', '6', '192', '5', '3', '3', '5', '3', '5', '5', '5', '3', '3', '3', '6', '5', '5', '5', '5', '3', '6', '5', '3', '3', '3'): 1
('91', '6', '140', '196', '192', '91', '196', '5', '91', '91', '5', '6', '5', '91', '195', '91', '192', '195', '192', '6', '6', '91', '192', '195', '91'): 1
('91', '6', '102', '168', '168', '168', '168', '168', '102', '168', '168', '102', '168', '168', '168', '168', '45', '91', '122', '120', '13', '33', '13', '13', '5'): 1
('91', '5', '91', '6', '5', '5', '5', '91', '3', '78', '5', '91', '5', '6', '6', '6', '5', '5', '3', '5', '3', '5', '3', '5', '3'): 1
('91', '5', '91', '5', '6', '5', '91', '91', '6', '5', '197', '5', '197', '13', '195', '33', '33', '195', '195', '45', '146', '3', '168', '60', '91'): 1
('91', '5', '91', '5', '5', '3', '6', '3', '3', '5', '5', '91', '3', '192', '5', '5', '5', '91', '5', '3', '5', '91', '3', '5', '162'): 1
('91', '5', '91', '3', '3', '5', '91', '5', '3', '91', '3', '3', '5', '5', '192', '3', '5', '5', '5', '5', '162', '91', '5', '197', '5'): 1
('91', '5', '91', '196', '5', '6', '195', '78', '168', '5', '195', '102', '168', '168', '102', '168', '168', '102', '168', '102', '45', '104', '183', '331', '3'): 1
('91', '5', '91', '192', '5', '6', '3', '197', '5', '91', '5', '6', '3', '5', '91', '3', '197', '5', '3', '5', '3', '5', '5', '6', '5'): 1
('91', '5', '91', '192', '5', '3', '6', '91', '5', '3', '3', '3', '5', '162', '3', '5', '5', '197', '197', '3', '5', '5', '3', '162', '141'): 1
('91', '5', '78', '5', '6', '91', '3', '91', '91', '3', '5', '5', '6', '5', '197', '6', '91', '5', '6', '78', '162', '5', '3', '6', '91'): 1
('91', '5', '6', '91', '5', '91', '192', '5', '6', '3', '197', '5', '91', '5', '6', '3', '5', '91', '3', '197', '5', '3', '5', '3', '5'): 1
('91', '5', '6', '91', '5', '197', '5', '3', '5', '5', '5', '197', '5', '5', '5', '3', '197', '78', '5', '3', '5', '91', '5', '91', '3'): 1
('91', '5', '6', '78', '162', '5', '3', '6', '91', '5', '197', '91', '3', '5', '91', '3', '5', '6', '91', '6', '192', '5', '3', '3', '5'): 1
('91', '5', '6', '6', '3', '3', '5', '5', '3', '5', '5', '3', '5', '197', '6', '91', '91', '6', '3', '3', '6', '5', '5', '192', '5'): 1
('91', '5', '6', '5', '91', '91', '6', '5', '197', '5', '197', '13', '195', '33', '33', '195', '195', '45', '146', '3', '168', '60', '91', '6', '102'): 1
('91', '5', '6', '5', '91', '78', '91', '197', '3', '5', '3', '3', '3', '5', '192', '197', '3', '6', '5', '5', '162', '5', '5', '91', '6'): 1
('91', '5', '6', '5', '91', '195', '91', '192', '195', '192', '6', '6', '91', '192', '195', '91', '192', '5', '5', '195', '197', '6', '140', '5', '195'): 1
('91', '5', '6', '3', '5', '91', '3', '197', '5', '3', '5', '3', '5', '5', '6', '5', '6', '3', '6', '197', '5', '3', '197', '168', '102'): 1
('91', '5', '6', '3', '3', '3', '197', '5', '5', '5', '5', '5', '5', '3', '192', '5', '6', '5', '5', '5', '5', '3', '162', '5', '5'): 1
('91', '5', '6', '3', '192', '5', '5', '91', '197', '3', '197', '91', '5', '6', '3', '3', '3', '197', '5', '5', '5', '5', '5', '5', '3'): 1
('91', '5', '5', '91', '91', '5', '3', '91', '3', '5', '5', '192', '3', '3', '5', '3', '5', '5', '5', '91', '3', '3', '5', '5', '3'): 1
('91', '5', '5', '91', '5', '197', '3', '5', '162', '3', '5', '5', '3', '91', '91', '5', '3', '91', '5', '5', '141', '6', '162', '3', '197'): 1
('91', '5', '5', '91', '3', '6', '5', '5', '3', '91', '3', '5', '192', '91', '5', '91', '192', '5', '3', '6', '91', '5', '3', '3', '3'): 1
('91', '5', '5', '91', '3', '5', '5', '91', '3', '192', '5', '5', '5', '3', '5', '3', '3', '6', '197', '3', '197', '3', '6', '3', '5'): 1
('91', '5', '5', '6', '91', '5', '3', '3', '5', '5', '5', '5', '6', '3', '6', '5', '5', '78', '5', '3', '3', '5', '192', '192', '197'): 1
('91', '5', '5', '6', '5', '197', '3', '5', '3', '91', '6', '5', '192', '6', '91', '5', '6', '91', '5', '91', '192', '5', '6', '3', '197'): 1
('91', '5', '5', '6', '197', '5', '195', '195', '195', '5', '140', '196', '195', '195', '6', '5', '91', '5', '195', '195', '91', '195', '91', '5', '197'): 1
('91', '5', '5', '5', '5', '5', '192', '5', '197', '5', '192', '192', '3', '6', '91', '5', '5', '91', '3', '5', '5', '91', '3', '192', '5'): 1
('91', '5', '5', '5', '3', '3', '197', '5', '5', '3', '5', '5', '3', '5', '3', '91', '5', '6', '3', '192', '5', '5', '91', '197', '3'): 1
('91', '5', '5', '5', '197', '5', '5', '91', '3', '5', '5', '6', '6', '6', '5', '3', '5', '91', '192', '5', '3', '3', '5', '5', '192'): 1
('91', '5', '5', '3', '6', '3', '3', '5', '5', '91', '3', '192', '5', '5', '5', '91', '5', '3', '5', '91', '3', '5', '162', '3', '5'): 1
('91', '5', '5', '3', '5', '197', '197', '192', '192', '5', '192', '3', '3', '6', '3', '5', '3', '91', '6', '5', '5', '6', '3', '5', '5'): 1
('91', '5', '5', '3', '3', '5', '197', '5', '5', '5', '5', '5', '91', '3', '3', '5', '5', '3', '6', '5', '91', '5', '197', '5', '3'): 1
('91', '5', '5', '197', '5', '196', '195', '195', '91', '5', '5', '6', '197', '5', '195', '195', '195', '5', '140', '196', '195', '195', '6', '5', '91'): 1
('91', '5', '5', '141', '6', '162', '3', '197', '3', '5', '91', '5', '78', '5', '6', '91', '3', '91', '91', '3', '5', '5', '6', '5', '197'): 1
('91', '5', '3', '91', '5', '5', '141', '6', '162', '3', '197', '3', '5', '91', '5', '78', '5', '6', '91', '3', '91', '91', '3', '5', '5'): 1
('91', '5', '3', '91', '3', '5', '5', '192', '3', '3', '5', '3', '5', '5', '5', '91', '3', '3', '5', '5', '3', '5', '3', '3', '5'): 1
('91', '5', '3', '91', '3', '3', '5', '5', '192', '3', '5', '5', '5', '5', '162', '91', '5', '197', '5', '192', '5', '5', '5', '162', '3'): 1
('91', '5', '3', '5', '91', '3', '5', '162', '3', '5', '91', '3', '5', '5', '3', '5', '5', '91', '5', '5', '3', '3', '5', '197', '5'): 1
('91', '5', '3', '5', '5', '5', '6', '5', '3', '5', '3', '3', '3', '5', '5', '3', '5', '3', '3', '192', '192', '162', '5', '91', '3'): 1
('91', '5', '3', '5', '5', '5', '5', '3', '6', '6', '6', '91', '91', '91', '162', '5', '6', '5', '5', '5', '5', '162', '91', '91', '5'): 1
('91', '5', '3', '5', '3', '6', '5', '3', '5', '162', '5', '5', '197', '5', '5', '91', '5', '5', '6', '91', '5', '3', '3', '5', '5'): 1
('91', '5', '3', '3', '5', '5', '5', '5', '6', '3', '6', '5', '5', '78', '5', '3', '3', '5', '192', '192', '197', '3', '5', '6', '5'): 1
('91', '5', '3', '3', '3', '5', '162', '3', '5', '5', '197', '197', '3', '5', '5', '3', '162', '141', '3', '3', '3', '3', '3', '192', '3'): 1
('91', '5', '197', '91', '3', '5', '91', '3', '5', '6', '91', '6', '192', '5', '3', '3', '5', '3', '5', '5', '5', '3', '3', '3', '6'): 1
('91', '5', '197', '5', '3', '5', '5', '5', '197', '5', '5', '5', '3', '197', '78', '5', '3', '5', '91', '5', '91', '3', '3', '5', '91'): 1
('91', '5', '197', '5', '3', '5', '192', '5', '5', '6', '3', '5', '5', '91', '3', '6', '6', '5', '5', '91', '5', '5', '91', '91', '5'): 1
('91', '5', '197', '5', '192', '5', '5', '5', '162', '3', '3', '5', '3', '5', '5', '5', '3', '5', '5', '197', '197', '6', '162', '5', '91'): 1
('91', '5', '197', '33', '13', '104', '5', '168', '102', '168', '102', '102', '102', '168', '168', '102', '102', '168', '163', '104', '13', '33', '268', '13', '13'): 1
('91', '5', '197', '3', '5', '162', '3', '5', '5', '3', '91', '91', '5', '3', '91', '5', '5', '141', '6', '162', '3', '197', '3', '5', '91'): 1
