('265', '168', '265')
('265', '104', '142')
('192', '33', '5')
('174', '27', '6')
('168', '168', '43')
('168', '168', '102')
('168', '102', '168')
('13', '102', '5')
('125', '91', '5')
('104', '3', '142')
('102', '168', '265')
('78', '13', '78')
('6', '91', '102')
('6', '5', '5')
('6', '3', '3')
('4', '13', '13')
('3', '3', '102')
('3', '265', '146')
('3', '104', '265')
('265', '265', '78')
('240', '78', '4')
('146', '265', '168')
('146', '142', '78')
('13', '78', '4')
('119', '265', '54')
('104', '265', '3')
('104', '265', '265')
('104', '175', '175')
('102', '168', '168')
('6', '5', '197')
('6', '199', '201')
('6', '102', '102')
('5', '6', '5')
('5', '192', '6')
('4', '265', '240')
('4', '13', '102')
('3', '175', '3')
('3', '104', '3')
('27', '6', '199')
('265', '142', '119')
('195', '5', '5')
('146', '142', '3')
('146', '142', '265')
('104', '3', '265')
('102', '6', '78')
('102', '5', '197')
('102', '265', '168')
('78', '102', '6')
('5', '3', '5')
('4', '13', '78')
('3', '6', '5')
('265', '4', '78')
('265', '240', '13')
('175', '265', '142')
('175', '142', '265')
('168', '265', '5')
('146', '78', '142')
('102', '6', '3')
('78', '78', '240')
('78', '142', '102')
('6', '91', '3')
('6', '5', '140')
('6', '192', '192')
('3', '146', '142')
('265', '3', '146')
('265', '168', '146')
('265', '146', '3')
('265', '146', '265')
('240', '78', '13')
('240', '240', '265')
('175', '175', '265')
('146', '3', '265')
('142', '3', '175')
('142', '146', '78')
('142', '142', '102')
('142', '102', '142')
('13', '240', '78')
('102', '6', '5')
('102', '5', '140')
('91', '3', '3')
('91', '258', '311')
('6', '125', '91')
('33', '5', '197')
('311', '240', '240')
('3', '91', '5')
('3', '5', '3')
('3', '175', '175')
('265', '5', '6')
('265', '240', '78')
('265', '142', '146')
('258', '311', '240')
('240', '240', '174')
('192', '3', '5')
('175', '142', '142')
('142', '146', '3')
('142', '104', '3')
('125', '91', '258')
('43', '43', '265')
('43', '195', '340')
('3', '43', '168')
('240', '4', '265')
('240', '174', '174')
('199', '197', '3')
('197', '3', '6')
('192', '6', '5')
('175', '3', '142')
('175', '265', '3')
('174', '174', '175')
('146', '146', '142')
('142', '3', '13')
('142', '3', '104')
('142', '102', '78')
('91', '195', '5')
('78', '4', '13')
('6', '91', '6')
('6', '5', '3')
('6', '142', '4')
('6', '125', '125')
('5', '3', '6')
('5', '197', '199')
('5', '195', '195')
('5', '192', '3')
('340', '340', '3')
('265', '4', '4')
('197', '199', '197')
('192', '6', '192')
('191', '122', '268')
('175', '191', '122')
('174', '175', '191')
('168', '265', '146')
('146', '3', '168')
('146', '265', '142')
('146', '168', '146')
('142', '4', '142')
('102', '142', '4')
('102', '142', '142')
('91', '6', '6')
('91', '3', '6')
('6', '5', '192')
('6', '33', '192')
('6', '265', '168')
('340', '3', '265')
('33', '5', '192')
('3', '91', '3')
('3', '146', '168')
('3', '142', '104')
('265', '78', '13')
('265', '4', '13')
('265', '142', '104')
('243', '125', '125')
('240', '13', '265')
('195', '340', '340')
('195', '195', '5')
('168', '3', '43')
('168', '102', '265')
('104', '3', '175')
('91', '6', '142')
('5', '3', '91')
('4', '4', '78')
('4', '3', '3')
('4', '142', '3')
('33', '192', '33')
('3', '3', '5')
('3', '175', '265')
('3', '146', '265')
('3', '104', '142')
('3', '102', '5')
('265', '54', '265')
('265', '3', '104')
('201', '5', '13')
('199', '201', '5')
('192', '243', '125')
('192', '192', '243')
('175', '3', '3')
('146', '142', '146')
('142', '265', '146')
('142', '104', '265')
('125', '5', '3')
('125', '195', '5')
('104', '3', '192')
('102', '3', '3')
('102', '102', '78')
('91', '91', '5')
('91', '33', '5')
('78', '102', '13')
('6', '91', '195')
('5', '5', '192')
('45', '5', '197')
('45', '45', '5')
('45', '33', '192')
('3', '146', '3')
('265', '13', '4')
('240', '265', '4')
('175', '175', '142')
('142', '175', '142')
('13', '240', '265')
('122', '268', '45')
('11', '45', '33')
('102', '13', '78')
('91', '3', '5')
('6', '33', '6')
('6', '125', '195')
('5', '33', '5')
('5', '197', '197')
('4', '78', '78')
('4', '265', '4')
('4', '265', '13')
('4', '13', '265')
('3', '5', '197')
('3', '265', '104')
('3', '195', '5')
('3', '142', '119')
('268', '45', '45')
('265', '78', '240')
('265', '3', '175')
('265', '175', '142')
('265', '168', '102')
('265', '146', '146')
('197', '197', '192')
('192', '5', '6')
('175', '3', '175')
('168', '54', '102')
('162', '114', '114')
('146', '3', '142')
('142', '146', '265')
('142', '13', '102')
('13', '13', '265')
('13', '102', '13')
('125', '3', '6')
('114', '114', '162')
('104', '265', '104')
('102', '5', '3')
('78', '78', '4')
('78', '4', '78')
('78', '265', '240')
('78', '102', '102')
('63', '63', '63')
('6', '91', '240')
('6', '3', '6')
('6', '3', '13')
('54', '265', '265')
('4', '4', '265')
('4', '240', '265')
('340', '168', '265')
('33', '6', '33')
('3', '43', '265')
('3', '192', '3')
('3', '192', '192')
('240', '78', '78')
('197', '192', '4')
('195', '78', '78')
('175', '142', '3')
('168', '3', '146')
('146', '265', '3')
('146', '146', '146')
('142', '175', '3')
('142', '146', '102')
('13', '5', '197')
('13', '265', '4')
('13', '265', '13')
('13', '102', '142')
('104', '142', '142')
('78', '6', '78')
('78', '240', '78')
('78', '240', '265')
('6', '3', '5')
('6', '3', '192')
('6', '125', '3')
('54', '54', '54')
('54', '102', '6')
('5', '3', '192')
('5', '192', '192')
('43', '3', '43')
('3', '43', '3')
('3', '3', '199')
('3', '175', '104')
('3', '142', '146')
('265', '265', '175')
('221', '221', '102')
('201', '206', '5')
('192', '6', '3')
('192', '3', '140')
('192', '192', '5')
('146', '78', '102')
('146', '104', '142')
('142', '78', '6')
('142', '3', '146')
('142', '146', '146')
('142', '142', '175')
('142', '142', '104')
('142', '104', '142')
('140', '3', '6')
('13', '102', '91')
('125', '91', '3')
('119', '265', '142')
('104', '3', '104')
('104', '142', '104')
('102', '6', '142')
('102', '5', '13')
('102', '221', '221')
('102', '146', '78')
('102', '102', '3')
('91', '3', '104')
('91', '142', '142')
('78', '78', '3')
('78', '78', '195')
('78', '146', '146')
('63', '63', '6')
('6', '5', '6')
('6', '168', '265')
('5', '91', '5')
('5', '6', '33')
('5', '6', '168')
('5', '5', '91')
('4', '6', '91')
('4', '265', '78')
('3', '6', '3')
('3', '5', '91')
('3', '3', '43')
('3', '140', '3')
('265', '6', '265')
('265', '3', '43')
('265', '142', '175')
('265', '104', '265')
('240', '5', '3')
('201', '13', '5')
('199', '201', '13')
('195', '3', '3')
('195', '195', '195')
('192', '4', '6')
('192', '3', '195')
('192', '192', '33')
('175', '175', '3')
('168', '78', '78')
('168', '265', '102')
('146', '78', '146')
('146', '104', '3')
('125', '5', '5')
('119', '142', '142')
('104', '142', '3')
('104', '104', '142')
('102', '91', '91')
('102', '3', '5')
('91', '6', '91')
('91', '240', '5')
('78', '78', '13')
('78', '4', '265')
('78', '3', '168')
('78', '265', '4')
('78', '142', '6')
('78', '102', '195')
('6', '91', '91')
('6', '78', '142')
('6', '66', '63')
('6', '6', '66')
('6', '6', '5')
('6', '5', '33')
('6', '5', '221')
('6', '265', '6')
('6', '265', '5')
('6', '265', '265')
('6', '192', '6')
('6', '174', '174')
('6', '168', '168')
('57', '175', '54')
('54', '175', '6')
('54', '146', '265')
('5', '6', '6')
('5', '6', '192')
('5', '221', '220')
('5', '197', '6')
('5', '197', '5')
('5', '197', '3')
('5', '195', '206')
('5', '192', '5')
('5', '192', '33')
('5', '192', '125')
('5', '142', '4')
('33', '192', '6')
('33', '192', '192')
('3', '6', '174')
('3', '3', '195')
('3', '240', '5')
('3', '199', '199')
('3', '192', '142')
('3', '168', '78')
('3', '104', '104')
('3', '102', '102')
('265', '54', '146')
('265', '175', '3')
('240', '5', '197')
('221', '221', '221')
('206', '5', '6')
('199', '199', '5')
('199', '199', '199')
('197', '3', '3')
('192', '5', '5')
('192', '3', '240')
('175', '91', '265')
('175', '6', '3')
('175', '54', '175')
('175', '174', '174')
('175', '142', '175')
('175', '142', '146')
('175', '104', '265')
('174', '57', '175')
('174', '174', '57')
('174', '174', '11')
('174', '11', '45')
('168', '5', '6')
('146', '3', '146')
('146', '3', '104')
('146', '265', '146')
('146', '146', '3')
('146', '142', '175')
('142', '265', '175')
('142', '265', '119')
('142', '175', '265')
('142', '104', '175')
('142', '102', '102')
('13', '5', '5')
('104', '265', '175')
('104', '175', '3')
('104', '175', '142')
('104', '104', '3')
('102', '78', '146')
('102', '78', '102')
('102', '6', '33')
('102', '5', '5')
('102', '195', '78')
('91', '91', '6')
('91', '5', '6')
('91', '5', '192')
('85', '85', '141')
('78', '265', '13')
('78', '195', '142')
('78', '102', '146')
('66', '63', '63')
('6', '6', '3')
('6', '6', '192')
('6', '6', '11')
('6', '33', '3')
('6', '192', '5')
('6', '192', '125')
('6', '142', '78')
('6', '102', '5')
('5', '91', '6')
('5', '91', '3')
('5', '6', '125')
('5', '5', '102')
('5', '33', '6')
('5', '125', '125')
('4', '78', '265')
('33', '5', '195')
('33', '33', '5')
('33', '3', '3')
('3', '91', '142')
('3', '6', '197')
('3', '5', '192')
('3', '5', '102')
('3', '4', '3')
('3', '199', '5')
('3', '192', '6')
('3', '175', '91')
('3', '146', '146')
('3', '142', '4')
('265', '78', '4')
('265', '175', '265')
('265', '146', '104')
('265', '13', '78')
('265', '104', '104')
('240', '78', '265')
('240', '265', '13')
('199', '5', '197')
('197', '5', '192')
('197', '192', '5')
('195', '340', '168')
('195', '206', '60')
('195', '142', '78')
('192', '6', '6')
('192', '5', '197')
('192', '3', '91')
('192', '192', '3')
('192', '192', '197')
('192', '192', '125')
('192', '142', '265')
('192', '125', '125')
('175', '3', '265')
('265', '168', '265')
('168', '265', '3')
('265', '3', '265')
('265', '265', '265')
('168', '168', '265')
('3', '265', '168')
('265', '168', '168')
('265', '265', '168')
('168', '168', '168')
('168', '265', '265')
('168', '265', '168')
('265', '43', '3')
('168', '265', '43')
('43', '3', '265')
('3', '265', '43')
('3', '3', '3')
('240', '240', '13')
('4', '4', '4')
('3', '168', '265')
('265', '3', '168')
('265', '43', '168')
('240', '13', '4')
('3', '168', '168')
('78', '13', '13')
('3', '265', '265')
('13', '4', '78')
('4', '78', '13')
('43', '168', '265')
('13', '13', '78')
('13', '78', '13')
('168', '3', '168')
('265', '265', '3')
('240', '240', '240')
('3', '265', '3')
('168', '168', '3')
('78', '142', '78')
('265', '168', '3')
('78', '78', '142')
('4', '240', '240')
('3', '3', '168')
('174', '174', '174')
('168', '3', '265')
('13', '240', '240')
('78', '13', '265')
('265', '43', '265')
('125', '125', '125')
('265', '240', '240')
('168', '3', '3')
('3', '3', '265')
('13', '265', '265')
('265', '265', '240')
('265', '3', '3')
('5', '197', '192')
('142', '78', '102')
('43', '168', '168')
('78', '102', '78')
('265', '104', '3')
('192', '192', '6')
('197', '192', '192')
('78', '240', '240')
('102', '78', '78')
('5', '3', '197')
('3', '197', '192')
('142', '265', '104')
('3', '6', '91')
('78', '78', '78')
('43', '3', '168')
('197', '192', '3')
('13', '13', '4')
('3', '168', '3')
('168', '146', '168')
('104', '3', '3')
('192', '6', '33')
('168', '168', '146')
('6', '33', '5')
('43', '265', '168')
('13', '4', '265')
('240', '4', '240')
('240', '13', '240')
('142', '142', '142')
('162', '114', '162')
('4', '265', '265')
('33', '5', '3')
('13', '4', '240')
('142', '142', '3')
('240', '240', '4')
('3', '3', '146')
('265', '265', '102')
('265', '142', '265')
('5', '5', '5')
('142', '78', '78')
('3', '146', '104')
('102', '102', '102')
('175', '175', '175')
('78', '146', '78')
('265', '43', '43')
('146', '104', '265')
('142', '78', '142')
('78', '13', '240')
('146', '78', '78')
('265', '102', '265')
('4', '4', '13')
('265', '265', '142')
('78', '142', '142')
('142', '78', '146')
('142', '3', '265')
('6', '6', '6')
('162', '162', '162')
('6', '91', '5')
('192', '3', '3')
('142', '142', '78')
('102', '265', '265')
('265', '142', '142')
('5', '140', '197')
('43', '265', '265')
('4', '4', '240')
('4', '13', '4')
('104', '265', '142')
('91', '5', '197')
('140', '197', '192')
('13', '78', '240')
('197', '192', '140')
('13', '13', '240')
('3', '3', '6')
('3', '142', '3')
('240', '78', '240')
('142', '3', '142')
('13', '4', '4')
('114', '162', '114')
('43', '168', '3')
('3', '3', '142')
('142', '3', '3')
('5', '195', '5')
('192', '192', '192')
('192', '140', '91')
('3', '142', '142')
('192', '6', '125')
('146', '168', '3')
('142', '142', '265')
('4', '78', '240')
('265', '265', '4')
('27', '174', '27')
('3', '142', '265')
('168', '43', '168')
('162', '162', '114')
('4', '13', '240')
('195', '5', '195')
('114', '162', '162')
('146', '168', '265')
('140', '91', '6')
('3', '3', '13')
('3', '168', '146')
('91', '91', '91')
('43', '265', '43')
('192', '3', '6')
('240', '240', '78')
('240', '13', '13')
('13', '4', '13')
('13', '240', '13')
('240', '4', '13')
('142', '265', '3')
('265', '4', '240')
('168', '146', '3')
('146', '3', '3')
('3', '13', '199')
('240', '13', '78')
('197', '192', '6')
('146', '168', '168')
('85', '85', '85')
('265', '3', '142')
('265', '240', '4')
('13', '240', '4')
('13', '199', '5')
('4', '240', '4')
('78', '78', '102')
('78', '13', '4')
('3', '3', '175')
('265', '265', '43')
('265', '13', '240')
('146', '142', '142')
('5', '5', '3')
('5', '140', '27')
('43', '43', '3')
('33', '5', '140')
('3', '265', '142')
('240', '4', '78')
('43', '265', '3')
('146', '265', '265')
('125', '125', '91')
('265', '168', '43')
('142', '146', '142')
('140', '27', '174')
('13', '265', '240')
('13', '102', '6')
('102', '13', '102')
('102', '102', '6')
('78', '4', '240')
('3', '13', '102')
('265', '265', '146')
('265', '142', '3')
('240', '4', '4')
('199', '5', '140')
('102', '142', '78')
('43', '43', '168')
('3', '3', '104')
('195', '5', '197')
('142', '265', '265')
('102', '78', '142')
('43', '3', '3')
('4', '78', '4')
('4', '4', '3')
('142', '265', '142')
('13', '13', '13')
('78', '78', '146')
('4', '3', '4')
('3', '4', '4')
('3', '3', '221')
('27', '221', '3')
('265', '265', '13')
('265', '119', '265')
('221', '3', '3')
('174', '27', '221')
('168', '146', '265')
('4', '240', '13')
('3', '3', '91')
('168', '43', '265')
('142', '142', '146')
('78', '142', '146')
('43', '168', '43')
('3', '265', '119')
('3', '168', '43')
('240', '265', '240')
('168', '43', '3')
('13', '102', '102')
('104', '142', '265')
('78', '240', '4')
('78', '102', '142')
('5', '5', '195')
('265', '146', '142')
('221', '27', '174')
('102', '102', '5')
('91', '5', '5')
('78', '240', '13')
('4', '240', '78')
('3', '5', '5')
('142', '119', '265')
('13', '78', '78')
('91', '6', '5')
('78', '4', '4')
('265', '146', '168')
('102', '102', '13')
('91', '5', '3')
('91', '102', '102')
('78', '146', '142')
('5', '3', '3')
('5', '13', '102')
('3', '221', '27')
('3', '175', '142')
('265', '102', '168')
('142', '4', '4')
('119', '265', '265')
('102', '6', '102')
('6', '78', '78')
('6', '125', '5')
('5', '6', '265')
('5', '5', '6')
('5', '5', '197')
('3', '104', '175')
('265', '43', '195')
('265', '265', '104')
('265', '104', '142')
('192', '33', '5')
('174', '27', '6')
('168', '168', '43')
('168', '168', '102')
('168', '102', '168')
('13', '102', '5')
('125', '91', '5')
('104', '3', '142')
('102', '168', '265')
('78', '13', '78')
('6', '91', '102')
('6', '5', '5')
('6', '3', '3')
('4', '13', '13')
('3', '3', '102')
('3', '265', '146')
('3', '104', '265')
('265', '265', '78')
('240', '78', '4')
('146', '265', '168')
('146', '142', '78')
('13', '78', '4')
('119', '265', '54')
('104', '265', '3')
('104', '265', '265')
('104', '175', '175')
('102', '168', '168')
('6', '5', '197')
('6', '199', '201')
('6', '102', '102')
('5', '6', '5')
('5', '192', '6')
('4', '265', '240')
('4', '13', '102')
('3', '175', '3')
('3', '104', '3')
('27', '6', '199')
('265', '142', '119')
('195', '5', '5')
('146', '142', '3')
('146', '142', '265')
('104', '3', '265')
('102', '6', '78')
('102', '5', '197')
('102', '265', '168')
('78', '102', '6')
('5', '3', '5')
('4', '13', '78')
('3', '6', '5')
('265', '4', '78')
('265', '240', '13')
('175', '265', '142')
('175', '142', '265')
('168', '265', '5')
('146', '78', '142')
('102', '6', '3')
('78', '78', '240')
('78', '142', '102')
('6', '91', '3')
('6', '5', '140')
('6', '192', '192')
('3', '146', '142')
('265', '3', '146')
('265', '168', '146')
('265', '146', '3')
('265', '146', '265')
('240', '78', '13')
('240', '240', '265')
('175', '175', '265')
('146', '3', '265')
('142', '3', '175')
('142', '146', '78')
('142', '142', '102')
('142', '102', '142')
('13', '240', '78')
('102', '6', '5')
('102', '5', '140')
('91', '3', '3')
('91', '258', '311')
('6', '125', '91')
('33', '5', '197')
('311', '240', '240')
('3', '91', '5')
('3', '5', '3')
('3', '175', '175')
('265', '5', '6')
('265', '240', '78')
('265', '142', '146')
('258', '311', '240')
('240', '240', '174')
('192', '3', '5')
('175', '142', '142')
('142', '146', '3')
('142', '104', '3')
('125', '91', '258')
('43', '43', '265')
('43', '195', '340')
('3', '43', '168')
('240', '4', '265')
('240', '174', '174')
('199', '197', '3')
('197', '3', '6')
('192', '6', '5')
('175', '3', '142')
('175', '265', '3')
('174', '174', '175')
('146', '146', '142')
('142', '3', '13')
('142', '3', '104')
('142', '102', '78')
('91', '195', '5')
('78', '4', '13')
('6', '91', '6')
('6', '5', '3')
('6', '142', '4')
('6', '125', '125')
('5', '3', '6')
('5', '197', '199')
('5', '195', '195')
('5', '192', '3')
('340', '340', '3')
('265', '4', '4')
('197', '199', '197')
('192', '6', '192')
('191', '122', '268')
('175', '191', '122')
('174', '175', '191')
('168', '265', '146')
('146', '3', '168')
('146', '265', '142')
('146', '168', '146')
('142', '4', '142')
('102', '142', '4')
('102', '142', '142')
('91', '6', '6')
('91', '3', '6')
('6', '5', '192')
('6', '33', '192')
('6', '265', '168')
('340', '3', '265')
('33', '5', '192')
('3', '91', '3')
('3', '146', '168')
('3', '142', '104')
('265', '78', '13')
('265', '4', '13')
('265', '142', '104')
('243', '125', '125')
('240', '13', '265')
('195', '340', '340')
('195', '195', '5')
('168', '3', '43')
('168', '102', '265')
('104', '3', '175')
('91', '6', '142')
('5', '3', '91')
('4', '4', '78')
('4', '3', '3')
('4', '142', '3')
('33', '192', '33')
('3', '3', '5')
('3', '175', '265')
('3', '146', '265')
('3', '104', '142')
('3', '102', '5')
('265', '54', '265')
('265', '3', '104')
('201', '5', '13')
('199', '201', '5')
('192', '243', '125')
('192', '192', '243')
('175', '3', '3')
('146', '142', '146')
('142', '265', '146')
('142', '104', '265')
('125', '5', '3')
('125', '195', '5')
('104', '3', '192')
('102', '3', '3')
('102', '102', '78')
('91', '91', '5')
('91', '33', '5')
('78', '102', '13')
('6', '91', '195')
('5', '5', '192')
('45', '5', '197')
('45', '45', '5')
('45', '33', '192')
('3', '146', '3')
('265', '13', '4')
('240', '265', '4')
('175', '175', '142')
('142', '175', '142')
('13', '240', '265')
('122', '268', '45')
('11', '45', '33')
('102', '13', '78')
('91', '3', '5')
('6', '33', '6')
('6', '125', '195')
('5', '33', '5')
('5', '197', '197')
('4', '78', '78')
('4', '265', '4')
('4', '265', '13')
('4', '13', '265')
('3', '5', '197')
('3', '265', '104')
('3', '195', '5')
('3', '142', '119')
('268', '45', '45')
('265', '78', '240')
('265', '3', '175')
('265', '175', '142')
('265', '168', '102')
('265', '146', '146')
('197', '197', '192')
('192', '5', '6')
('175', '3', '175')
('168', '54', '102')
('162', '114', '114')
('146', '3', '142')
('142', '146', '265')
('142', '13', '102')
('13', '13', '265')
('13', '102', '13')
('125', '3', '6')
('114', '114', '162')
('104', '265', '104')
('102', '5', '3')
('78', '78', '4')
('78', '4', '78')
('78', '265', '240')
('78', '102', '102')
('63', '63', '63')
('6', '91', '240')
('6', '3', '6')
('6', '3', '13')
('54', '265', '265')
('4', '4', '265')
('4', '240', '265')
('340', '168', '265')
('33', '6', '33')
('3', '43', '265')
('3', '192', '3')
('3', '192', '192')
('240', '78', '78')
('197', '192', '4')
('195', '78', '78')
('175', '142', '3')
('168', '3', '146')
('146', '265', '3')
('146', '146', '146')
('142', '175', '3')
('142', '146', '102')
('13', '5', '197')
('13', '265', '4')
('13', '265', '13')
('13', '102', '142')
('104', '142', '142')
('78', '6', '78')
('78', '240', '78')
('78', '240', '265')
('6', '3', '5')
('6', '3', '192')
('6', '125', '3')
('54', '54', '54')
('54', '102', '6')
('5', '3', '192')
('5', '192', '192')
('43', '3', '43')
('3', '43', '3')
('3', '3', '199')
('3', '175', '104')
('3', '142', '146')
('265', '265', '175')
('221', '221', '102')
('201', '206', '5')
('192', '6', '3')
('192', '3', '140')
('192', '192', '5')
('146', '78', '102')
('146', '104', '142')
('142', '78', '6')
('142', '3', '146')
('142', '146', '146')
('142', '142', '175')
('142', '142', '104')
('142', '104', '142')
('140', '3', '6')
('13', '102', '91')
('125', '91', '3')
('119', '265', '142')
('104', '3', '104')
('104', '142', '104')
('102', '6', '142')
('102', '5', '13')
('102', '221', '221')
('102', '146', '78')
('102', '102', '3')
('91', '3', '104')
('91', '142', '142')
('78', '78', '3')
('78', '78', '195')
('78', '146', '146')
('63', '63', '6')
('6', '5', '6')
('6', '168', '265')
('5', '91', '5')
('5', '6', '33')
('5', '6', '168')
('5', '5', '91')
('4', '6', '91')
('4', '265', '78')
('3', '6', '3')
('3', '5', '91')
('3', '3', '43')
('3', '140', '3')
('265', '6', '265')
('265', '3', '43')
('265', '142', '175')
('265', '104', '265')
('240', '5', '3')
('201', '13', '5')
('199', '201', '13')
('195', '3', '3')
('195', '195', '195')
('192', '4', '6')
('192', '3', '195')
('192', '192', '33')
('175', '175', '3')
('168', '78', '78')
('168', '265', '102')
('146', '78', '146')
('146', '104', '3')
('125', '5', '5')
('119', '142', '142')
('104', '142', '3')
('104', '104', '142')
('102', '91', '91')
('102', '3', '5')
('91', '6', '91')
('91', '240', '5')
('78', '78', '13')
('78', '4', '265')
('78', '3', '168')
('78', '265', '4')
('78', '142', '6')
('78', '102', '195')
('6', '91', '91')
('6', '78', '142')
('6', '66', '63')
('6', '6', '66')
('6', '6', '5')
('6', '5', '33')
('6', '5', '221')
('6', '265', '6')
('6', '265', '5')
('6', '265', '265')
('6', '192', '6')
('6', '174', '174')
('6', '168', '168')
('57', '175', '54')
('54', '175', '6')
('54', '146', '265')
('5', '6', '6')
('5', '6', '192')
('5', '221', '220')
('5', '197', '6')
('5', '197', '5')
('5', '197', '3')
