('168', '168', '168')
('140', '27', '174')
('13', '240', '78')
('102', '6', '102')
('102', '142', '265')
('78', '102', '102')
('6', '91', '91')
('6', '199', '201')
('5', '13', '102')
('3', '3', '104')
('3', '221', '27')
('3', '192', '6')
('3', '168', '146')
('27', '174', '6')
('268', '5', '197')
('265', '265', '43')
('265', '265', '146')
('265', '146', '265')
('221', '27', '174')
('201', '13', '102')
('199', '201', '13')
('196', '196', '265')
('196', '102', '221')
('175', '195', '175')
('174', '6', '199')
('146', '168', '265')
('142', '78', '195')
('142', '4', '142')
('13', '13', '13')
('125', '195', '5')
('104', '142', '142')
('102', '6', '142')
('102', '5', '309')
('102', '5', '13')
('102', '221', '221')
('91', '6', '196')
('91', '5', '192')
('78', '78', '240')
('78', '13', '78')
('5', '91', '5')
('5', '6', '125')
('5', '5', '102')
('3', '3', '146')
('265', '102', '102')
('221', '221', '102')
('196', '265', '10')
('195', '175', '175')
('175', '175', '195')
('168', '146', '3')
('146', '3', '168')
('142', '104', '3')
('13', '102', '13')
('104', '265', '142')
('102', '78', '146')
('102', '78', '102')
('102', '13', '102')
('102', '102', '195')
('91', '3', '5')
('78', '78', '195')
('78', '78', '168')
('78', '4', '4')
('6', '142', '102')
('6', '102', '142')
('4', '142', '3')
('265', '240', '78')
('240', '78', '13')
('240', '13', '78')
('195', '5', '3')
('195', '3', '3')
('195', '196', '196')
('168', '43', '43')
('162', '114', '162')
('102', '85', '102')
('102', '142', '146')
('91', '5', '91')
('85', '309', '102')
('78', '4', '13')
('6', '5', '192')
('6', '102', '102')
('43', '265', '265')
('43', '168', '43')
('4', '240', '78')
('3', '6', '125')
('265', '102', '142')
('240', '78', '78')
('196', '102', '102')
('168', '78', '78')
('168', '78', '168')
('162', '162', '114')
('142', '3', '104')
('142', '102', '102')
('102', '5', '5')
('102', '5', '140')
('102', '102', '78')
('85', '195', '102')
('85', '102', '102')
('78', '240', '13')
('78', '195', '142')
('78', '168', '3')
('6', '196', '196')
('5', '102', '5')
('5', '102', '27')
('4', '13', '78')
('309', '5', '309')
('309', '27', '102')
('3', '142', '104')
('3', '104', '265')
('3', '104', '142')
('27', '102', '309')
('265', '3', '146')
('265', '265', '4')
('265', '168', '102')
('265', '142', '102')
('168', '3', '78')
('142', '195', '78')
('142', '104', '142')
('13', '78', '4')
('114', '162', '162')
('104', '142', '265')
('102', '85', '85')
('85', '102', '309')
('78', '142', '195')
('7', '7', '7')
('6', '78', '6')
('6', '5', '6')
('6', '125', '91')
('5', '91', '3')
('5', '6', '5')
('5', '5', '91')
('5', '140', '27')
('43', '265', '3')
('4', '13', '13')
('33', '5', '140')
('3', '5', '192')
('3', '146', '142')
('265', '146', '3')
('265', '102', '168')
('195', '102', '102')
('175', '5', '175')
('125', '91', '3')
('102', '168', '265')
('91', '6', '5')
('85', '85', '102')
('78', '168', '168')
('78', '146', '102')
('5', '33', '5')
('5', '192', '125')
('43', '265', '43')
('4', '78', '78')
('4', '265', '240')
('33', '5', '197')
('3', '5', '91')
('3', '146', '168')
('3', '104', '3')
('265', '3', '104')
('265', '265', '13')
('265', '104', '265')
('240', '13', '265')
('221', '102', '142')
('195', '78', '142')
('195', '142', '78')
('192', '33', '5')
('192', '125', '125')
('175', '175', '5')
('168', '265', '102')
('146', '3', '265')
('146', '168', '146')
('142', '142', '195')
('102', '309', '85')
('102', '195', '85')
('102', '142', '6')
('102', '142', '4')
('102', '102', '265')
('78', '6', '102')
('78', '13', '4')
('5', '6', '33')
('5', '3', '91')
('5', '195', '175')
('5', '192', '5')
('5', '10', '102')
('311', '240', '240')
('3', '78', '168')
('3', '43', '3')
('3', '265', '146')
('3', '146', '104')
('27', '85', '102')
('27', '102', '5')
('265', '240', '13')
('265', '13', '4')
('265', '102', '309')
('258', '311', '240')
('240', '265', '240')
('240', '240', '265')
('146', '3', '3')
('146', '102', '142')
('142', '6', '6')
('142', '195', '142')
('142', '102', '146')
('125', '5', '3')
('104', '265', '3')
('102', '309', '195')
('102', '265', '102')
('102', '195', '102')
('102', '146', '78')
('102', '10', '102')
('10', '102', '309')
('91', '5', '197')
('91', '3', '3')
('85', '265', '102')
('85', '195', '10')
('85', '102', '27')
('78', '3', '78')
('78', '142', '13')
('6', '5', '33')
('6', '309', '102')
('6', '3', '6')
('6', '142', '146')
('5', '197', '3')
('5', '192', '3')
('43', '43', '3')
('43', '43', '168')
('309', '102', '5')
('3', '78', '78')
('3', '192', '192')
('3', '168', '78')
('3', '104', '104')
('27', '7', '7')
('27', '102', '27')
('27', '10', '102')
('265', '4', '240')
('265', '3', '43')
('197', '5', '5')
('197', '3', '3')
('195', '309', '102')
('195', '175', '5')
('192', '5', '3')
('168', '78', '3')
('168', '340', '168')
('168', '102', '265')
('146', '265', '3')
('146', '142', '265')
('142', '146', '102')
('13', '265', '240')
('125', '125', '258')
('104', '265', '265')
('104', '142', '3')
('102', '85', '265')
('102', '85', '195')
('102', '27', '27')
('102', '146', '142')
('102', '102', '10')
('10', '309', '102')
('91', '33', '5')
('91', '13', '196')
('85', '85', '196')
('85', '196', '102')
('78', '168', '78')
('78', '102', '146')
('7', '7', '102')
('6', '91', '3')
('6', '78', '102')
('6', '6', '142')
('6', '142', '6')
('5', '6', '6')
('4', '265', '4')
('309', '85', '85')
('309', '5', '5')
('309', '309', '5')
('309', '309', '309')
('3', '6', '195')
('3', '43', '265')
('3', '3', '43')
('3', '142', '4')
('265', '78', '240')
('265', '4', '13')
('265', '265', '104')
('265', '13', '240')
('240', '4', '265')
('240', '240', '174')
('196', '265', '102')
('195', '196', '102')
('195', '195', '195')
('195', '195', '175')
('195', '175', '195')
('195', '142', '142')
('192', '5', '6')
('192', '5', '192')
('175', '5', '195')
('175', '195', '195')
('168', '168', '195')
('146', '78', '102')
('146', '265', '265')
('142', '142', '104')
('142', '104', '265')
('13', '142', '78')
('13', '102', '102')
('125', '3', '91')
('125', '258', '311')
('104', '3', '265')
('102', '265', '168')
('91', '91', '3')
('91', '5', '6')
('91', '195', '3')
('85', '195', '309')
('85', '102', '85')
('85', '10', '102')
('78', '78', '4')
('78', '78', '3')
('78', '78', '13')
('78', '6', '6')
('78', '3', '168')
('78', '265', '240')
('6', '91', '13')
('6', '78', '146')
('6', '6', '78')
('6', '5', '91')
('5', '309', '5')
('5', '309', '309')
('5', '309', '27')
('5', '221', '140')
('5', '192', '91')
('43', '43', '265')
('43', '3', '43')
('4', '4', '265')
('4', '168', '168')
('33', '5', '221')
('309', '85', '102')
('3', '265', '104')
('27', '85', '265')
('27', '5', '309')
('27', '309', '309')
('265', '4', '4')
('265', '265', '78')
('265', '142', '146')
('265', '104', '142')
('240', '78', '265')
('240', '174', '174')
('195', '197', '3')
('192', '5', '5')
('168', '146', '146')
('146', '78', '146')
('146', '265', '146')
('146', '265', '142')
('146', '146', '168')
('146', '104', '265')
('142', '91', '91')
('142', '13', '78')
('142', '13', '142')
('142', '102', '6')
('13', '142', '142')
('125', '3', '3')
('104', '104', '142')
('102', '85', '196')
('102', '85', '10')
('102', '27', '7')
('102', '174', '174')
('10', '102', '5')
('91', '5', '140')
('91', '199', '195')
('85', '85', '85')
('85', '195', '265')
('85', '195', '195')
('85', '102', '5')
('78', '3', '3')
('6', '6', '91')
('6', '6', '6')
('6', '6', '102')
('6', '33', '3')
('6', '3', '3')
('6', '197', '5')
('6', '195', '5')
('6', '192', '192')
('6', '102', '6')
('5', '91', '6')
('5', '6', '91')
('5', '5', '197')
('5', '5', '125')
('5', '27', '102')
('4', '3', '3')
('33', '192', '6')
('33', '192', '33')
('309', '195', '5')
('309', '102', '10')
('309', '10', '102')
('3', '91', '91')
('3', '91', '3')
('3', '78', '3')
('3', '6', '6')
('3', '5', '6')
('3', '5', '197')
('3', '265', '102')
('3', '146', '265')
('27', '27', '5')
('265', '43', '43')
('221', '140', '27')
('199', '195', '5')
('197', '3', '6')
('196', '309', '102')
('195', '27', '85')
('195', '265', '102')
('195', '102', '309')
('192', '6', '192')
('192', '3', '91')
('192', '192', '5')
('192', '192', '125')
('175', '6', '3')
('174', '174', '122')
('174', '122', '91')
('168', '4', '168')
('168', '240', '168')
('168', '195', '168')
('168', '168', '340')
('146', '146', '142')
('146', '142', '102')
('142', '6', '102')
('142', '3', '146')
('142', '146', '265')
('142', '102', '13')
('13', '78', '142')
('125', '5', '192')
('125', '3', '5')
('125', '195', '3')
('120', '6', '102')
('102', '7', '7')
('102', '5', '10')
('102', '309', '196')
('102', '196', '102')
('102', '120', '102')
('102', '102', '196')
('102', '102', '146')
('91', '91', '4')
('91', '6', '3')
('91', '6', '195')
('91', '4', '3')
('85', '5', '309')
('85', '5', '102')
('85', '265', '10')
('78', '78', '265')
('78', '195', '102')
('78', '146', '6')
('78', '13', '142')
('6', '91', '199')
('6', '3', '5')
('6', '27', '102')
('6', '174', '174')
('6', '142', '4')
('6', '102', '7')
('6', '102', '309')
('57', '175', '54')
('54', '175', '6')
('5', '91', '91')
('5', '91', '195')
('5', '85', '195')
('5', '5', '309')
('5', '309', '85')
('5', '3', '195')
('5', '195', '195')
('5', '125', '3')
('45', '45', '175')
('45', '33', '192')
('4', '265', '13')
('4', '240', '265')
('340', '168', '3')
('340', '168', '168')
('309', '5', '195')
('309', '309', '85')
('309', '27', '85')
('309', '27', '309')
('309', '27', '10')
('309', '195', '196')
('309', '102', '195')
('3', '6', '3')
('3', '6', '174')
('3', '3', '78')
('3', '3', '102')
('3', '196', '196')
('3', '195', '3')
('3', '192', '5')
('3', '146', '3')
('27', '6', '102')
('27', '5', '10')
('27', '309', '5')
('27', '27', '309')
('265', '5', '102')
('265', '146', '142')
('265', '13', '13')
('240', '265', '78')
('240', '265', '13')
('221', '102', '6')
('197', '5', '3')
('197', '3', '5')
('197', '192', '33')
('196', '102', '85')
('196', '102', '27')
('195', '85', '102')
('195', '78', '146')
('195', '78', '102')
('195', '5', '5')
('195', '5', '102')
('195', '265', '5')
('195', '195', '5')
('195', '146', '78')
('195', '102', '27')
('192', '91', '91')
('192', '91', '3')
('192', '6', '91')
('192', '3', '6')
('192', '192', '243')
('192', '125', '3')
('175', '54', '175')
('175', '191', '122')
('175', '174', '174')
('174', '57', '175')
('174', '175', '191')
('174', '174', '57')
('174', '174', '175')
('174', '174', '11')
('174', '11', '45')
('168', '3', '146')
('168', '168', '142')
('146', '78', '6')
('146', '6', '78')
('146', '6', '142')
('146', '142', '3')
('146', '104', '142')
('146', '102', '78')
('142', '78', '13')
('142', '3', '196')
('142', '146', '3')
('142', '102', '195')
('13', '265', '4')
('13', '240', '265')
('13', '196', '5')
('125', '3', '195')
('122', '91', '3')
('120', '102', '102')
('114', '162', '114')
('11', '45', '33')
('104', '104', '3')
('102', '5', '6')
('102', '5', '27')
('102', '309', '10')
('102', '3', '3')
('168', '168', '168')
('168', '168', '265')
('168', '265', '168')
('265', '168', '168')
('78', '78', '142')
('78', '142', '78')
('3', '168', '168')
('168', '3', '168')
('265', '168', '265')
('168', '168', '3')
('3', '3', '3')
('142', '78', '102')
('265', '265', '168')
('168', '265', '265')
('78', '13', '13')
('168', '265', '3')
('3', '168', '265')
('265', '265', '265')
('3', '265', '168')
('4', '78', '13')
('265', '3', '168')
('78', '102', '78')
('102', '78', '78')
('13', '4', '78')
('13', '13', '78')
('13', '78', '13')
('265', '3', '265')
('265', '168', '3')
('240', '240', '13')
('3', '3', '168')
('168', '3', '265')
('240', '13', '4')
('142', '142', '142')
('168', '3', '3')
('192', '192', '6')
('3', '168', '3')
('5', '3', '197')
('3', '197', '192')
('197', '192', '192')
('3', '265', '265')
('174', '174', '174')
('78', '78', '78')
('3', '3', '265')
('102', '102', '102')
('78', '146', '78')
('5', '197', '192')
('3', '265', '3')
('265', '3', '3')
('146', '78', '78')
('13', '13', '4')
('265', '265', '3')
('142', '78', '146')
('240', '240', '240')
('142', '142', '78')
('85', '195', '85')
('142', '78', '78')
('78', '142', '142')
('265', '265', '240')
('192', '6', '125')
('6', '33', '5')
('192', '6', '33')
('125', '125', '125')
('142', '78', '142')
('265', '240', '240')
('13', '78', '78')
('13', '265', '265')
('78', '13', '265')
('3', '6', '91')
('33', '5', '3')
('102', '13', '78')
('197', '192', '3')
('78', '102', '13')
('168', '265', '43')
('195', '85', '195')
('265', '43', '3')
('265', '142', '265')
('102', '309', '102')
('4', '240', '240')
('309', '102', '27')
('102', '142', '78')
('78', '102', '142')
('3', '3', '6')
('265', '142', '142')
('142', '265', '142')
('102', '102', '309')
('43', '3', '265')
('3', '265', '43')
('265', '265', '142')
('3', '5', '3')
('265', '43', '168')
('195', '5', '197')
('192', '192', '192')
('142', '142', '265')
('142', '102', '142')
('5', '102', '102')
('13', '240', '240')
('6', '125', '125')
('5', '5', '5')
('195', '78', '78')
('192', '6', '5')
('142', '3', '142')
('142', '142', '102')
('43', '168', '168')
('168', '146', '168')
('142', '3', '3')
('78', '78', '102')
('5', '192', '6')
('102', '27', '85')
('102', '142', '142')
('78', '102', '195')
('309', '102', '102')
('265', '102', '265')
('102', '195', '78')
('6', '78', '78')
('5', '5', '3')
('192', '3', '3')
('142', '265', '265')
('5', '3', '5')
('3', '142', '3')
('142', '142', '3')
('197', '192', '6')
('192', '3', '5')
('240', '4', '240')
('142', '265', '102')
('102', '102', '5')
('10', '102', '102')
('78', '240', '240')
('43', '168', '265')
('3', '5', '5')
('265', '142', '3')
('168', '168', '146')
('146', '168', '168')
('13', '4', '265')
('78', '142', '102')
('3', '3', '142')
('3', '265', '142')
('240', '240', '4')
('142', '102', '78')
('125', '125', '91')
('27', '85', '195')
('102', '78', '142')
('6', '125', '3')
('240', '13', '240')
('162', '162', '162')
('102', '102', '6')
('13', '4', '4')
('91', '5', '5')
('78', '102', '6')
('4', '265', '265')
('4', '13', '240')
('3', '142', '142')
('142', '3', '265')
('125', '91', '5')
('43', '3', '168')
('168', '43', '168')
('102', '6', '78')
('102', '27', '102')
('102', '168', '168')
('6', '5', '197')
('168', '168', '43')
('168', '102', '168')
('91', '5', '3')
('6', '91', '195')
('3', '142', '265')
('221', '221', '221')
('102', '102', '27')
('78', '6', '142')
('6', '91', '5')
('27', '5', '102')
('142', '6', '142')
('102', '265', '142')
('91', '195', '5')
('85', '85', '195')
('6', '142', '78')
('4', '4', '4')
('309', '102', '309')
('168', '168', '102')
('146', '142', '142')
('142', '265', '3')
('102', '5', '102')
('102', '265', '265')
('78', '78', '146')
('5', '3', '3')
('5', '102', '309')
('4', '4', '240')
('240', '4', '4')
('13', '4', '240')
('78', '78', '6')
('78', '146', '142')
('4', '4', '78')
('4', '13', '4')
('195', '85', '85')
('146', '78', '142')
('146', '142', '78')
('5', '5', '192')
('4', '4', '13')
('3', '6', '5')
('265', '43', '265')
('240', '78', '4')
('240', '4', '78')
('142', '146', '78')
('142', '146', '142')
('142', '142', '6')
('78', '142', '6')
('4', '78', '240')
('4', '240', '4')
('142', '6', '78')
('102', '6', '27')
('78', '13', '240')
('3', '43', '168')
('3', '195', '5')
('13', '4', '13')
('13', '102', '5')
('125', '3', '6')
('102', '309', '5')
('78', '4', '240')
('78', '142', '146')
('309', '5', '102')
('27', '102', '102')
('240', '78', '240')
('168', '43', '3')
('142', '265', '104')
('13', '240', '4')
('13', '240', '13')
('6', '142', '142')
('5', '309', '102')
('5', '3', '6')
('5', '3', '192')
('43', '265', '168')
('4', '78', '4')
('309', '309', '102')
('3', '168', '43')
('265', '3', '142')
('265', '168', '146')
('175', '175', '175')
('168', '3', '43')
('142', '78', '6')
('102', '309', '309')
('5', '192', '192')
('33', '5', '192')
('142', '142', '146')
('140', '91', '6')
('125', '125', '268')
('102', '142', '102')
('91', '3', '6')
('85', '195', '196')
('6', '27', '5')
('5', '140', '197')
('3', '3', '5')
('265', '168', '43')
('265', '104', '3')
('265', '10', '102')
('240', '4', '13')
('240', '240', '78')
('13', '78', '240')
('13', '13', '240')
('104', '3', '3')
('102', '27', '309')
('78', '6', '78')
('6', '78', '142')
('6', '125', '195')
('43', '168', '3')
('4', '240', '13')
('3', '91', '5')
('27', '309', '102')
('265', '240', '4')
('196', '196', '102')
('140', '197', '192')
('125', '268', '5')
('102', '102', '85')
('6', '5', '5')
('6', '125', '5')
('5', '5', '6')
('3', '3', '195')
('265', '146', '168')
('240', '13', '13')
('197', '192', '140')
('168', '265', '146')
('168', '168', '78')
('146', '265', '168')
('146', '168', '3')
('102', '309', '27')
('102', '102', '142')
('78', '4', '78')
('78', '195', '78')
('265', '265', '102')
('192', '140', '91')
('168', '43', '265')
('142', '102', '265')
('104', '3', '142')
('102', '27', '5')
('91', '91', '91')
('91', '91', '5')
('78', '240', '78')
('78', '240', '4')
('6', '5', '3')
('45', '45', '45')
('43', '3', '3')
('309', '102', '85')
('3', '3', '91')
('3', '3', '221')
('27', '221', '3')
('27', '174', '27')
('265', '142', '104')
('221', '3', '3')
('174', '27', '221')
('168', '146', '265')
('140', '27', '174')
('13', '240', '78')
('102', '6', '102')
('102', '142', '265')
('78', '102', '102')
('6', '91', '91')
('6', '199', '201')
('5', '13', '102')
('3', '3', '104')
('3', '221', '27')
('3', '192', '6')
('3', '168', '146')
('27', '174', '6')
('268', '5', '197')
('265', '265', '43')
('265', '265', '146')
('265', '146', '265')
('221', '27', '174')
('201', '13', '102')
('199', '201', '13')
('196', '196', '265')
('196', '102', '221')
('175', '195', '175')
('174', '6', '199')
('146', '168', '265')
('142', '78', '195')
('142', '4', '142')
('13', '13', '13')
('125', '195', '5')
('104', '142', '142')
('102', '6', '142')
('102', '5', '309')
('102', '5', '13')
('102', '221', '221')
('91', '6', '196')
('91', '5', '192')
('78', '78', '240')
('78', '13', '78')
('5', '91', '5')
('5', '6', '125')
('5', '5', '102')
('3', '3', '146')
('265', '102', '102')
('221', '221', '102')
('196', '265', '10')
('195', '175', '175')
('175', '175', '195')
('168', '146', '3')
('146', '3', '168')
('142', '104', '3')
('13', '102', '13')
('104', '265', '142')
('102', '78', '146')
('102', '78', '102')
('102', '13', '102')
('102', '102', '195')
('91', '3', '5')
('78', '78', '195')
('78', '78', '168')
('78', '4', '4')
('6', '142', '102')
('6', '102', '142')
('4', '142', '3')
('265', '240', '78')
('240', '78', '13')
('240', '13', '78')
('195', '5', '3')
('195', '3', '3')
('195', '196', '196')
('168', '43', '43')
('162', '114', '162')
('102', '85', '102')
('102', '142', '146')
('91', '5', '91')
('85', '309', '102')
('78', '4', '13')
('6', '5', '192')
('6', '102', '102')
('43', '265', '265')
('43', '168', '43')
('4', '240', '78')
('3', '6', '125')
('265', '102', '142')
('240', '78', '78')
('196', '102', '102')
('168', '78', '78')
('168', '78', '168')
('162', '162', '114')
('142', '3', '104')
('142', '102', '102')
('102', '5', '5')
('102', '5', '140')
('102', '102', '78')
('85', '195', '102')
('85', '102', '102')
('78', '240', '13')
('78', '195', '142')
('78', '168', '3')
('6', '196', '196')
('5', '102', '5')
('5', '102', '27')
('4', '13', '78')
('309', '5', '309')
('309', '27', '102')
('3', '142', '104')
('3', '104', '265')
('3', '104', '142')
('27', '102', '309')
('265', '3', '146')
('265', '265', '4')
('265', '168', '102')
('265', '142', '102')
('168', '3', '78')
('142', '195', '78')
('142', '104', '142')
('13', '78', '4')
('114', '162', '162')
('104', '142', '265')
('102', '85', '85')
('85', '102', '309')
('78', '142', '195')
('7', '7', '7')
('6', '78', '6')
('6', '5', '6')
('6', '125', '91')
('5', '91', '3')
('5', '6', '5')
('5', '5', '91')
('5', '140', '27')
('43', '265', '3')
('4', '13', '13')
('33', '5', '140')
('3', '5', '192')
('3', '146', '142')
('265', '146', '3')
('265', '102', '168')
('195', '102', '102')
('175', '5', '175')
('125', '91', '3')
('102', '168', '265')
('91', '6', '5')
('85', '85', '102')
('78', '168', '168')
('78', '146', '102')
('5', '33', '5')
('5', '192', '125')
('43', '265', '43')
('4', '78', '78')
('4', '265', '240')
('33', '5', '197')
('3', '5', '91')
('3', '146', '168')
('3', '104', '3')
('265', '3', '104')
('265', '265', '13')
('265', '104', '265')
('240', '13', '265')
('221', '102', '142')
('195', '78', '142')
('195', '142', '78')
('192', '33', '5')
('192', '125', '125')
('175', '175', '5')
('168', '265', '102')
('146', '3', '265')
('146', '168', '146')
('142', '142', '195')
('102', '309', '85')
('102', '195', '85')
('102', '142', '6')
('102', '142', '4')
('102', '102', '265')
('78', '6', '102')
('78', '13', '4')
('5', '6', '33')
('5', '3', '91')
('5', '195', '175')
('5', '192', '5')
('5', '10', '102')
('311', '240', '240')
('3', '78', '168')
('3', '43', '3')
('3', '265', '146')
('3', '146', '104')
('27', '85', '102')
('27', '102', '5')
('265', '240', '13')
('265', '13', '4')
('265', '102', '309')
('258', '311', '240')
('240', '265', '240')
('240', '240', '265')
('146', '3', '3')
('146', '102', '142')
('142', '6', '6')
('142', '195', '142')
('142', '102', '146')
('125', '5', '3')
('104', '265', '3')
('102', '309', '195')
('102', '265', '102')
('102', '195', '102')
('102', '146', '78')
('102', '10', '102')
('10', '102', '309')
('91', '5', '197')
('91', '3', '3')
('85', '265', '102')
('85', '195', '10')
('85', '102', '27')
('78', '3', '78')
('78', '142', '13')
('6', '5', '33')
('6', '309', '102')
('6', '3', '6')
('6', '142', '146')
('5', '197', '3')
('5', '192', '3')
('43', '43', '3')
('43', '43', '168')
('309', '102', '5')
('3', '78', '78')
('3', '192', '192')
('3', '168', '78')
('3', '104', '104')
('27', '7', '7')
('27', '102', '27')
('27', '10', '102')
('265', '4', '240')
('265', '3', '43')
('197', '5', '5')
('197', '3', '3')
('195', '309', '102')
('195', '175', '5')
('192', '5', '3')
('168', '78', '3')
('168', '340', '168')
('168', '102', '265')
('146', '265', '3')
('146', '142', '265')
('142', '146', '102')
('13', '265', '240')
('125', '125', '258')
