('158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158', '158'): 56
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 3
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '78', '78', '140', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '78', '140', '78', '78', '78', '78', '78', '78', '78', '140', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '3', '78', '78', '78', '78', '78'): 2
('78', '78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('78', '195', '140', '3', '140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5'): 2
('6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192'): 2
('6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33'): 2
('6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240'): 2
('6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33'): 2
('6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125'): 2
('6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33'): 2
('6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33'): 2
('6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45'): 2
('6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33'): 2
('57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11'): 2
('5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197'): 2
('5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125'): 2
('5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3'): 2
('5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174'): 2
('5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3'): 2
('5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125'): 2
('5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3'): 2
('5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192'): 2
('45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3'): 2
('33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3'): 2
('33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243'): 2
('33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5'): 2
('33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174'): 2
('33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5'): 2
('33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125'): 2
('33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5'): 2
('33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197'): 2
('3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192'): 2
('3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125'): 2
('3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197'): 2
('3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175'): 2
('3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197'): 2
('3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125'): 2
('3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197'): 2
('243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197'): 2
('197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6'): 2
('197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125'): 2
('197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191'): 2
('197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91'): 2
('197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125'): 2
('192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268'): 2
('192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125'): 2
('192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122'): 2
('192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45'): 2
('192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '192', '192', '243', '125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258'): 2
('192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45'): 2
('175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('175', '174', '174', '174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '174', '174', '57', '175', '54', '175', '6', '3', '6', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('174', '174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33'): 2
('174', '174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5'): 2
('174', '174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3'): 2
('174', '174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197'): 2
('174', '174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192'): 2
('174', '174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192'): 2
('174', '174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6'): 2
('174', '11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33'): 2
('146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '163', '146', '146', '146', '146'): 2
('146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '163', '146', '146', '146'): 2
('146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '163', '146', '146'): 2
('146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '163', '146'): 2
('146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '146', '163'): 2
('140', '3', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 2
('125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192', '3', '3', '6', '91'): 2
('125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192', '3', '3', '6'): 2
('125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192', '3', '3'): 2
('125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192', '3'): 2
('125', '125', '125', '125', '125', '125', '125', '125', '125', '91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192'): 2
('11', '45', '33', '192', '33', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5', '3', '197', '192', '192', '6', '33', '5'): 2
('91', '91', '91', '5', '192', '3', '3', '5', '192', '6', '5', '91', '3', '197', '91', '3', '3', '5', '197', '5', '197', '3', '5', '3', '5'): 1
('91', '91', '5', '192', '3', '3', '5', '192', '6', '5', '91', '3', '197', '91', '3', '3', '5', '197', '5', '197', '3', '5', '3', '5', '3'): 1
('91', '78', '78', '140', '78', '78', '78', '140', '78', '78', '78', '78', '78', '78', '78', '140', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 1
('91', '6', '3', '3', '197', '5', '91', '5', '5', '3', '197', '6', '6', '5', '6', '3', '91', '91', '91', '5', '192', '3', '3', '5', '192'): 1
('91', '6', '125', '125', '3', '175', '3', '3', '3', '201', '5', '125', '91', '141', '5', '240', '125', '125', '240', '78', '78', '78', '78', '78', '140'): 1
('91', '5', '5', '5', '5', '197', '192', '6', '33', '5', '3', '197', '192', '192', '6', '125', '91', '78', '78', '140', '78', '78', '78', '140', '78'): 1
('91', '5', '5', '3', '197', '6', '6', '5', '6', '3', '91', '91', '91', '5', '192', '3', '3', '5', '192', '6', '5', '91', '3', '197', '91'): 1
('91', '5', '3', '5', '5', '5', '5', '3', '3', '91', '3', '5', '6', '3', '3', '5', '5', '91', '192', '141', '6', '3', '6', '5', '91'): 1
('91', '5', '3', '266', '196', '192', '5', '5', '125', '5', '3', '3', '3', '5', '192', '78', '192', '78', '78', '78', '78', '120', '125', '5', '125'): 1
('91', '5', '197', '5', '5', '5', '114', '162', '162', '114', '162', '162', '162', '114', '162', '162', '162', '162', '162', '162', '114', '162', '114', '114', '162'): 1
('91', '5', '197', '192', '192', '6', '54', '54', '54', '54', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174', '174'): 1
('91', '5', '192', '3', '3', '5', '192', '6', '5', '91', '3', '197', '91', '3', '3', '5', '197', '5', '197', '3', '5', '3', '5', '3', '192'): 1
('91', '3', '91', '5', '197', '5', '5', '5', '114', '162', '162', '114', '162', '162', '162', '114', '162', '162', '162', '162', '162', '162', '114', '162', '114'): 1
('91', '3', '5', '6', '6', '3', '5', '5', '5', '5', '91', '6', '3', '3', '197', '5', '91', '5', '5', '3', '197', '6', '6', '5', '6'): 1
('91', '3', '5', '6', '3', '3', '5', '5', '91', '192', '141', '6', '3', '6', '5', '91', '3', '5', '6', '6', '3', '5', '5', '5', '5'): 1
('91', '3', '33', '6', '3', '78', '78', '78', '168', '146', '168', '146', '146', '168', '168', '3', '78', '78', '78', '78', '78', '78', '3', '3', '168'): 1
('91', '3', '3', '5', '197', '5', '197', '3', '5', '3', '5', '3', '192', '5', '5', '6', '3', '3', '3', '91', '3', '91', '5', '197', '5'): 1
('91', '3', '197', '91', '3', '3', '5', '197', '5', '197', '3', '5', '3', '5', '3', '192', '5', '5', '6', '3', '3', '3', '91', '3', '91'): 1
('91', '3', '197', '5', '3', '6', '5', '162', '5', '5', '5', '141', '197', '3', '3', '5', '197', '3', '6', '91', '3', '197', '3', '5', '3'): 1
('91', '3', '197', '3', '5', '3', '5', '162', '6', '5', '6', '5', '3', '3', '141', '3', '3', '5', '5', '3', '6', '3', '141', '3', '6'): 1
('91', '265', '102', '197', '3', '102', '102', '265', '168', '102', '197', '102', '102', '102', '220', '3', '168', '168', '5', '102', '265', '5', '168', '168', '102'): 1
('91', '265', '102', '102', '265', '5', '102', '102', '5', '102', '102', '168', '102', '265', '168', '102', '102', '102', '168', '102', '91', '168', '192', '102', '168'): 1
('91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192', '3', '3', '6', '91', '5', '197', '192', '192', '6'): 1
('91', '258', '311', '240', '240', '174', '174', '175', '191', '122', '268', '45', '45', '5', '197', '192', '3', '3', '6', '91', '220', '192', '196', '192', '3'): 1
('91', '220', '192', '196', '192', '3', '3', '4', '78', '122', '192', '78', '78', '120', '196', '78', '78', '78', '78', '78', '78', '78', '78', '78', '78'): 1
('91', '192', '141', '6', '3', '6', '5', '91', '3', '5', '6', '6', '3', '5', '5', '5', '5', '91', '6', '3', '3', '197', '5', '91', '5'): 1
('91', '168', '3', '78', '78', '78', '78', '3', '78', '78', '78', '3', '78', '78', '78', '78', '78', '78', '78', '78', '4', '240', '240', '4', '4'): 1
('91', '168', '192', '102', '168', '102', '168', '168', '102', '265', '102', '168', '102', '265', '168', '102', '3', '265', '265', '168', '102', '265', '102', '168', '102'): 1
('91', '168', '168', '146', '168', '3', '3', '168', '168', '265', '3', '3', '168', '265', '168', '168', '168', '265', '168', '168', '168', '265', '265', '265', '168'): 1
('91', '168', '140', '78', '78', '78', '78', '78', '78', '78', '141', '33', '195', '33', '195', '33', '33', '3', '6', '195', '195', '3', '6', '195', '33'): 1
