('168', '168', '168')
('3', '175', '175')
('265', '265', '102')
('240', '78', '4')
('240', '13', '13')
('197', '5', '5')
('196', '196', '33')
('195', '195', '5')
('192', '5', '5')
('175', '175', '175')
('175', '175', '142')
('168', '340', '168')
('146', '3', '142')
('104', '3', '175')
('102', '168', '45')
('91', '91', '3')
('91', '3', '91')
('78', '168', '102')
('6', '6', '5')
('43', '43', '3')
('33', '13', '33')
('301', '295', '301')
('3', '5', '197')
('3', '43', '43')
('3', '104', '146')
('265', '142', '175')
('265', '104', '142')
('240', '240', '240')
('196', '195', '195')
('195', '5', '195')
('175', '142', '142')
('168', '4', '168')
('168', '168', '91')
('168', '168', '340')
('146', '146', '168')
('146', '104', '3')
('142', '7', '142')
('142', '146', '104')
('142', '142', '7')
('13', '78', '4')
('13', '4', '240')
('78', '78', '168')
('6', '91', '3')
('6', '5', '91')
('5', '197', '3')
('5', '192', '3')
('340', '168', '3')
('33', '195', '196')
('3', '54', '54')
('3', '146', '104')
('265', '265', '340')
('265', '146', '146')
('265', '104', '104')
('265', '102', '265')
('240', '4', '240')
('195', '5', '5')
('192', '3', '3')
('192', '192', '192')
('175', '142', '104')
('168', '78', '168')
('168', '3', '78')
('168', '168', '192')
('13', '33', '33')
('104', '175', '142')
('104', '104', '3')
('102', '265', '265')
('91', '5', '197')
('78', '78', '3')
('6', '91', '91')
('54', '54', '3')
('5', '91', '6')
('5', '6', '6')
('43', '43', '43')
('4', '13', '78')
('33', '13', '13')
('265', '340', '168')
('265', '3', '175')
('265', '175', '3')
('197', '192', '6')
('195', '5', '3')
('195', '33', '13')
('192', '3', '5')
('19', '168', '168')
('175', '3', '265')
('175', '265', '142')
('168', '78', '78')
('168', '146', '146')
('168', '102', '91')
('146', '3', '146')
('146', '265', '146')
('142', '175', '175')
('142', '142', '175')
('104', '146', '3')
('104', '104', '142')
('102', '192', '168')
('91', '195', '5')
('78', '4', '78')
('78', '4', '240')
('78', '3', '168')
('78', '240', '4')
('78', '168', '78')
('6', '6', '3')
('6', '5', '6')
('5', '196', '5')
('5', '192', '5')
('4', '240', '78')
('340', '265', '168')
('33', '33', '196')
('33', '196', '195')
('301', '300', '220')
('3', '91', '6')
('3', '78', '168')
('3', '4', '168')
('3', '3', '78')
('3', '3', '45')
('3', '3', '195')
('265', '195', '168')
('265', '175', '265')
('240', '240', '78')
('197', '91', '5')
('197', '5', '3')
('196', '91', '91')
('195', '340', '168')
('195', '33', '195')
('195', '196', '5')
('192', '5', '3')
('192', '168', '102')
('175', '142', '265')
('168', '3', '340')
('168', '195', '340')
('168', '19', '168')
('168', '168', '19')
('168', '102', '221')
('146', '3', '175')
('146', '265', '104')
('146', '104', '265')
('142', '175', '104')
('142', '104', '175')
('13', '168', '102')
('104', '265', '175')
('104', '175', '3')
('102', '168', '91')
('91', '102', '102')
('78', '240', '240')
('78', '104', '13')
('7', '7', '142')
('6', '5', '192')
('6', '3', '91')
('5', '5', '196')
('5', '197', '91')
('5', '195', '91')
('5', '195', '196')
('340', '3', '265')
('33', '196', '196')
('301', '220', '220')
('3', '78', '265')
('3', '6', '6')
('3', '45', '3')
('3', '265', '175')
('3', '195', '5')
('3', '195', '3')
('3', '192', '5')
('3', '192', '3')
('265', '19', '168')
('265', '146', '104')
('240', '78', '13')
('220', '220', '301')
('197', '3', '5')
('197', '192', '3')
('196', '196', '91')
('196', '196', '195')
('195', '91', '195')
('195', '5', '91')
('195', '196', '33')
('175', '3', '104')
('175', '104', '175')
('168', '3', '4')
('168', '3', '195')
('168', '265', '195')
('168', '168', '45')
('168', '168', '195')
('146', '146', '142')
('142', '7', '7')
('142', '265', '175')
('142', '175', '265')
('13', '33', '195')
('13', '195', '195')
('104', '3', '146')
('104', '146', '142')
('104', '142', '104')
('104', '13', '5')
('91', '6', '3')
('91', '3', '6')
('91', '195', '195')
('91', '168', '168')
('91', '13', '13')
('91', '102', '168')
('78', '78', '195')
('78', '195', '104')
('7', '7', '7')
('7', '142', '7')
('60', '102', '168')
('6', '195', '195')
('54', '142', '142')
('5', '91', '196')
('5', '3', '192')
('5', '192', '91')
('5', '168', '102')
('5', '140', '197')
('45', '3', '3')
('43', '3', '43')
('340', '265', '265')
('309', '54', '3')
('309', '309', '309')
('300', '220', '301')
('3', '340', '168')
('3', '265', '19')
('3', '104', '104')
('265', '4', '168')
('265', '3', '78')
('265', '195', '340')
('265', '175', '146')
('265', '168', '340')
('240', '4', '78')
('240', '13', '240')
('220', '6', '195')
('197', '5', '91')
('197', '3', '6')
('197', '192', '140')
('196', '5', '91')
('196', '33', '195')
('196', '195', '33')
('195', '91', '5')
('195', '33', '196')
('195', '220', '220')
('195', '195', '220')
('195', '168', '168')
('192', '6', '91')
('192', '168', '168')
('192', '140', '91')
('192', '102', '102')
('175', '265', '175')
('175', '175', '104')
('175', '146', '265')
('175', '146', '142')
('175', '142', '146')
('175', '104', '142')
('168', '78', '104')
('168', '340', '265')
('168', '265', '340')
('168', '192', '168')
('168', '104', '91')
('168', '102', '6')
('168', '102', '163')
('146', '146', '3')
('146', '104', '104')
('142', '142', '54')
('140', '91', '6')
('140', '197', '192')
('13', '5', '197')
('13', '240', '78')
('13', '13', '33')
('104', '175', '175')
('104', '175', '104')
('104', '142', '175')
('104', '104', '265')
('102', '91', '6')
('102', '221', '102')
('91', '91', '6')
('91', '91', '195')
('91', '6', '91')
('91', '6', '195')
('91', '196', '91')
('91', '195', '91')
('91', '192', '5')
('78', '78', '104')
('78', '78', '102')
('78', '3', '3')
('78', '265', '4')
('78', '240', '13')
('78', '13', '240')
('78', '102', '102')
('6', '6', '91')
('6', '5', '195')
('6', '197', '3')
('54', '3', '309')
('54', '265', '146')
('5', '91', '195')
('5', '6', '197')
('5', '5', '140')
('5', '3', '195')
('5', '197', '197')
('5', '195', '197')
('5', '192', '6')
('45', '45', '192')
('45', '192', '163')
('45', '168', '102')
('4', '3', '168')
('4', '168', '3')
('340', '3', '168')
('33', '13', '196')
('301', '6', '220')
('3', '91', '91')
('3', '78', '3')
('3', '6', '197')
('3', '5', '195')
('3', '5', '192')
('3', '3', '4')
('3', '3', '197')
('3', '3', '192')
('3', '197', '6')
('3', '197', '3')
('3', '168', '340')
('3', '146', '146')
('265', '340', '265')
('265', '175', '142')
('265', '168', '195')
('265', '104', '175')
('240', '78', '78')
('240', '13', '78')
('221', '102', '168')
('221', '102', '102')
('220', '221', '301')
('197', '6', '5')
('197', '301', '301')
('197', '3', '197')
('196', '91', '5')
('196', '5', '140')
('196', '13', '33')
('195', '91', '91')
('195', '3', '168')
('195', '265', '168')
('195', '195', '3')
('195', '168', '265')
('192', '91', '5')
('19', '265', '168')
('19', '168', '3')
('175', '265', '265')
('175', '175', '3')
('175', '175', '146')
('168', '91', '163')
('168', '45', '192')
('168', '4', '3')
('168', '195', '265')
('168', '168', '162')
('168', '102', '5')
('163', '168', '168')
('162', '6', '3')
('146', '146', '146')
('146', '142', '175')
('146', '142', '104')
('146', '104', '142')
('142', '175', '146')
('13', '78', '240')
('13', '33', '13')
('13', '240', '13')
('13', '13', '195')
('13', '102', '168')
('104', '175', '265')
('104', '174', '175')
('104', '168', '102')
('102', '91', '45')
('102', '168', '104')
('102', '102', '91')
('102', '102', '192')
('91', '91', '140')
('91', '6', '45')
('91', '5', '196')
('91', '5', '140')
('91', '45', '5')
('91', '45', '45')
('91', '3', '197')
('91', '3', '162')
('91', '265', '3')
('91', '258', '311')
('91', '197', '91')
('91', '197', '5')
('91', '192', '3')
('91', '104', '168')
('78', '78', '4')
('78', '146', '168')
('78', '13', '78')
('78', '13', '102')
('78', '104', '174')
('60', '60', '183')
('60', '183', '12')
('168', '168', '168')
('168', '265', '168')
('168', '168', '265')
('265', '168', '168')
('265', '168', '265')
('168', '3', '168')
('3', '168', '168')
('168', '168', '3')
('168', '265', '265')
('265', '265', '168')
('3', '3', '3')
('265', '265', '265')
('168', '265', '3')
('3', '265', '168')
('265', '3', '168')
('301', '301', '301')
('3', '168', '265')
('168', '3', '265')
('265', '168', '3')
('168', '102', '168')
('3', '168', '3')
('3', '3', '168')
('265', '3', '265')
('168', '3', '3')
('3', '265', '265')
('195', '195', '195')
('265', '265', '3')
('102', '168', '102')
('265', '3', '3')
('3', '265', '3')
('3', '3', '265')
('19', '3', '3')
('3', '3', '19')
('102', '168', '168')
('3', '19', '3')
('168', '168', '102')
('19', '19', '3')
('3', '19', '19')
('54', '54', '54')
('19', '3', '19')
('168', '146', '168')
('19', '19', '19')
('3', '142', '3')
('5', '5', '5')
('168', '168', '146')
('146', '168', '168')
('142', '142', '142')
('168', '265', '43')
('43', '168', '168')
('142', '3', '3')
('3', '3', '142')
('265', '43', '168')
('168', '43', '168')
('142', '3', '142')
('5', '3', '5')
('168', '168', '43')
('102', '102', '168')
('3', '5', '5')
('3', '142', '142')
('174', '174', '174')
('5', '5', '3')
('142', '142', '3')
('54', '54', '309')
('54', '309', '54')
('309', '54', '54')
('142', '3', '265')
('43', '168', '265')
('78', '78', '78')
('168', '102', '102')
('43', '168', '3')
('3', '168', '43')
('265', '43', '3')
('265', '3', '142')
('43', '265', '168')
('168', '43', '265')
('3', '265', '43')
('265', '142', '142')
('43', '3', '265')
('3', '265', '142')
('43', '3', '168')
('265', '265', '43')
('265', '43', '265')
('146', '168', '265')
('4', '4', '4')
('3', '5', '3')
('265', '168', '146')
('102', '102', '102')
('265', '142', '3')
('5', '3', '3')
('265', '168', '43')
('142', '265', '142')
('91', '5', '5')
('3', '142', '265')
('168', '3', '43')
('168', '265', '146')
('146', '3', '168')
('168', '146', '3')
('5', '91', '5')
('142', '142', '265')
('3', '168', '146')
('265', '146', '168')
('43', '265', '265')
('142', '265', '3')
('104', '3', '3')
('43', '265', '3')
('3', '3', '5')
('3', '104', '3')
('220', '301', '301')
('168', '146', '265')
('3', '43', '168')
('3', '3', '104')
('265', '265', '142')
('168', '43', '3')
('146', '265', '168')
('4', '13', '4')
('175', '142', '3')
('265', '142', '265')
('104', '3', '142')
('146', '168', '3')
('301', '301', '220')
('3', '3', '175')
('146', '3', '3')
('146', '3', '265')
('142', '3', '104')
('13', '4', '4')
('3', '175', '142')
('5', '5', '91')
('5', '3', '197')
('33', '33', '33')
('265', '146', '3')
('4', '4', '13')
('265', '265', '146')
('265', '146', '265')
('142', '3', '175')
('142', '104', '3')
('3', '43', '265')
('3', '175', '3')
('240', '4', '4')
('146', '265', '265')
('142', '142', '146')
('13', '4', '13')
('104', '265', '3')
('301', '220', '301')
('3', '3', '146')
('265', '104', '3')
('142', '265', '265')
('43', '43', '168')
('3', '91', '5')
('3', '3', '6')
('3', '146', '3')
('265', '3', '43')
('221', '301', '301')
('91', '5', '91')
('301', '301', '300')
('265', '102', '168')
('168', '3', '146')
('6', '5', '5')
('5', '5', '6')
('4', '4', '240')
('301', '301', '221')
('3', '6', '5')
('3', '265', '104')
('3', '142', '175')
('197', '192', '192')
('309', '309', '54')
('301', '221', '301')
('3', '197', '192')
('3', '146', '168')
('3', '104', '265')
('192', '192', '6')
('168', '168', '78')
('13', '13', '4')
('104', '142', '3')
('6', '33', '5')
('54', '309', '309')
('5', '3', '91')
('5', '3', '6')
('33', '5', '3')
('309', '54', '309')
('3', '5', '6')
('3', '3', '91')
('3', '104', '142')
('265', '43', '43')
('192', '6', '33')
('168', '265', '102')
('142', '175', '142')
('125', '125', '125')
('91', '5', '3')
('78', '168', '168')
('6', '91', '5')
('4', '4', '78')
('4', '13', '13')
('3', '91', '3')
('168', '43', '43')
('146', '168', '146')
('142', '265', '104')
('142', '146', '265')
('13', '13', '13')
('104', '3', '265')
('102', '168', '265')
('78', '13', '13')
('6', '5', '3')
('5', '6', '5')
('3', '43', '3')
('3', '3', '43')
('168', '102', '265')
('91', '3', '5')
('5', '6', '3')
('43', '168', '43')
('4', '78', '13')
('3', '146', '265')
('3', '146', '142')
('265', '142', '146')
('265', '104', '265')
('175', '3', '142')
('142', '146', '3')
('142', '142', '104')
('104', '265', '142')
('102', '265', '168')
('91', '91', '5')
('6', '3', '5')
('5', '197', '192')
('43', '43', '265')
('33', '33', '195')
('301', '301', '6')
('301', '300', '301')
('3', '6', '91')
('3', '265', '146')
('265', '3', '146')
('265', '168', '102')
('265', '142', '104')
('196', '196', '196')
('175', '3', '3')
('146', '265', '3')
('146', '265', '142')
('142', '146', '142')
('142', '104', '265')
('91', '3', '3')
('78', '4', '4')
('6', '3', '3')
('5', '91', '91')
('5', '6', '91')
('5', '5', '192')
('4', '78', '4')
('4', '240', '4')
('4', '13', '240')
('300', '301', '301')
('3', '142', '146')
('240', '240', '4')
('240', '13', '4')
('196', '33', '33')
('195', '195', '33')
('146', '142', '142')
('142', '3', '146')
('142', '175', '3')
('13', '4', '78')
('104', '3', '104')
('340', '168', '168')
('265', '3', '104')
('175', '3', '175')
('168', '78', '3')
('146', '142', '3')
('13', '240', '240')
('104', '265', '265')
('6', '301', '301')
('5', '195', '5')
('43', '3', '3')
('43', '265', '43')
('4', '168', '168')
('301', '6', '301')
('3', '78', '78')
('3', '5', '91')
('3', '142', '104')
('240', '4', '13')
('240', '240', '13')
('195', '33', '33')
('175', '104', '3')
('168', '102', '45')
('168', '102', '192')
('142', '265', '146')
('104', '142', '265')
('104', '142', '142')
('91', '91', '91')
('91', '6', '5')
('78', '3', '78')
('7', '142', '142')
('4', '240', '240')
('33', '33', '13')
('33', '195', '33')
('3', '6', '3')
('3', '175', '265')
('295', '301', '301')
('195', '195', '196')
('168', '168', '4')
('13', '240', '4')
('13', '13', '78')
('91', '5', '195')
('78', '4', '13')
('78', '13', '4')
('78', '102', '168')
('54', '3', '54')
('5', '91', '3')
('5', '5', '197')
('5', '197', '5')
('4', '78', '240')
('33', '195', '195')
('3', '175', '104')
('3', '104', '175')
('265', '265', '104')
('195', '196', '196')
('175', '265', '3')
('175', '142', '175')
('146', '142', '265')
('142', '104', '142')
('13', '78', '13')
('13', '13', '240')
('91', '5', '6')
('6', '3', '6')
('5', '5', '195')
('5', '195', '195')
('4', '240', '13')
('340', '168', '265')
('301', '301', '295')
('3', '197', '5')
('3', '175', '175')
('265', '265', '102')
('240', '78', '4')
('240', '13', '13')
('197', '5', '5')
('196', '196', '33')
('195', '195', '5')
('192', '5', '5')
('175', '175', '175')
('175', '175', '142')
('168', '340', '168')
('146', '3', '142')
('104', '3', '175')
('102', '168', '45')
('91', '91', '3')
('91', '3', '91')
('78', '168', '102')
('6', '6', '5')
('43', '43', '3')
('33', '13', '33')
('301', '295', '301')
('3', '5', '197')
('3', '43', '43')
('3', '104', '146')
('265', '142', '175')
('265', '104', '142')
('240', '240', '240')
('196', '195', '195')
('195', '5', '195')
('175', '142', '142')
('168', '4', '168')
('168', '168', '91')
('168', '168', '340')
('146', '146', '168')
('146', '104', '3')
('142', '7', '142')
('142', '146', '104')
('142', '142', '7')
('13', '78', '4')
('13', '4', '240')
('78', '78', '168')
('6', '91', '3')
('6', '5', '91')
('5', '197', '3')
('5', '192', '3')
('340', '168', '3')
('33', '195', '196')
('3', '54', '54')
('3', '146', '104')
('265', '265', '340')
('265', '146', '146')
('265', '104', '104')
('265', '102', '265')
('240', '4', '240')
('195', '5', '5')
('192', '3', '3')
('192', '192', '192')
('175', '142', '104')
('168', '78', '168')
('168', '3', '78')
('168', '168', '192')
('13', '33', '33')
('104', '175', '142')
('104', '104', '3')
('102', '265', '265')
('91', '5', '197')
('78', '78', '3')
('6', '91', '91')
('54', '54', '3')
('5', '91', '6')
('5', '6', '6')
('43', '43', '43')
('4', '13', '78')
('33', '13', '13')
('265', '340', '168')
('265', '3', '175')
('265', '175', '3')
('197', '192', '6')
('195', '5', '3')
('195', '33', '13')
('192', '3', '5')
('19', '168', '168')
('175', '3', '265')
('175', '265', '142')
('168', '78', '78')
('168', '146', '146')
('168', '102', '91')
('146', '3', '146')
('146', '265', '146')
('142', '175', '175')
('142', '142', '175')
('104', '146', '3')
('104', '104', '142')
('102', '192', '168')
('91', '195', '5')
('78', '4', '78')
('78', '4', '240')
('78', '3', '168')
('78', '240', '4')
('78', '168', '78')
('6', '6', '3')
('6', '5', '6')
('5', '196', '5')
('5', '192', '5')
('4', '240', '78')
('340', '265', '168')
('33', '33', '196')
('33', '196', '195')
('301', '300', '220')
('3', '91', '6')
('3', '78', '168')
('3', '4', '168')
('3', '3', '78')
('3', '3', '45')
('3', '3', '195')
('265', '195', '168')
('265', '175', '265')
('240', '240', '78')
('197', '91', '5')
('197', '5', '3')
('196', '91', '91')
('195', '340', '168')
('195', '33', '195')
('195', '196', '5')
('192', '5', '3')
('192', '168', '102')
('175', '142', '265')
('168', '3', '340')
('168', '195', '340')
('168', '19', '168')
('168', '168', '19')
('168', '102', '221')
('146', '3', '175')
('146', '265', '104')
('146', '104', '265')
('142', '175', '104')
('142', '104', '175')
('13', '168', '102')
('104', '265', '175')
('104', '175', '3')
('102', '168', '91')
('91', '102', '102')
('78', '240', '240')
('78', '104', '13')
('7', '7', '142')
('6', '5', '192')
('6', '3', '91')
('5', '5', '196')
('5', '197', '91')
('5', '195', '91')
('5', '195', '196')
('340', '3', '265')
('33', '196', '196')
('301', '220', '220')
('3', '78', '265')
('3', '6', '6')
('3', '45', '3')
('3', '265', '175')
('3', '195', '5')
('3', '195', '3')
('3', '192', '5')
('3', '192', '3')
('265', '19', '168')
('265', '146', '104')
('240', '78', '13')
('220', '220', '301')
('197', '3', '5')
('197', '192', '3')
('196', '196', '91')
('196', '196', '195')
('195', '91', '195')
('195', '5', '91')
('195', '196', '33')
('175', '3', '104')
('175', '104', '175')
('168', '3', '4')
('168', '3', '195')
('168', '265', '195')
('168', '168', '45')
('168', '168', '195')
('146', '146', '142')
('142', '7', '7')
('142', '265', '175')
('142', '175', '265')
('13', '33', '195')
('13', '195', '195')
('104', '3', '146')
('104', '146', '142')
('104', '142', '104')
('104', '13', '5')
('91', '6', '3')
('91', '3', '6')
('91', '195', '195')
('91', '168', '168')
('91', '13', '13')
('91', '102', '168')
('78', '78', '195')
('78', '195', '104')
('7', '7', '7')
('7', '142', '7')
('60', '102', '168')
('6', '195', '195')
('54', '142', '142')
('5', '91', '196')
('5', '3', '192')
('5', '192', '91')
('5', '168', '102')
('5', '140', '197')
('45', '3', '3')
('43', '3', '43')
('340', '265', '265')
('309', '54', '3')
('309', '309', '309')
('300', '220', '301')
('3', '340', '168')
('3', '265', '19')
('3', '104', '104')
('265', '4', '168')
('265', '3', '78')
('265', '195', '340')
('265', '175', '146')
('265', '168', '340')
('240', '4', '78')
('240', '13', '240')
('220', '6', '195')
('197', '5', '91')
('197', '3', '6')
('197', '192', '140')
('196', '5', '91')
('196', '33', '195')
('196', '195', '33')
('195', '91', '5')
('195', '33', '196')
('195', '220', '220')
('195', '195', '220')
('195', '168', '168')
('192', '6', '91')
('192', '168', '168')
('192', '140', '91')
('192', '102', '102')
('175', '265', '175')
('175', '175', '104')
('175', '146', '265')
('175', '146', '142')
('175', '142', '146')
('175', '104', '142')
('168', '78', '104')
('168', '340', '265')
('168', '265', '340')
('168', '192', '168')
('168', '104', '91')
('168', '102', '6')
('168', '102', '163')
('146', '146', '3')
('146', '104', '104')
('142', '142', '54')
('140', '91', '6')
('140', '197', '192')
('13', '5', '197')
('13', '240', '78')
('13', '13', '33')
('104', '175', '175')
('104', '175', '104')
('104', '142', '175')
('104', '104', '265')
('102', '91', '6')
('102', '221', '102')
('91', '91', '6')
('91', '91', '195')
('91', '6', '91')
('91', '6', '195')
('91', '196', '91')
('91', '195', '91')
('91', '192', '5')
('78', '78', '104')
('78', '78', '102')
('78', '3', '3')
('78', '265', '4')
('78', '240', '13')
('78', '13', '240')
('78', '102', '102')
('6', '6', '91')
('6', '5', '195')
('6', '197', '3')
('54', '3', '309')
('54', '265', '146')
('5', '91', '195')
('5', '6', '197')
('5', '5', '140')
('5', '3', '195')
('5', '197', '197')
('5', '195', '197')
('5', '192', '6')
('45', '45', '192')
('45', '192', '163')
('45', '168', '102')
('4', '3', '168')
('4', '168', '3')
('340', '3', '168')
('33', '13', '196')
('301', '6', '220')
('3', '91', '91')
('3', '78', '3')
('3', '6', '197')
('3', '5', '195')
('3', '5', '192')
('3', '3', '4')
('3', '3', '197')
('3', '3', '192')
('3', '197', '6')
('3', '197', '3')
('3', '168', '340')
('3', '146', '146')
('265', '340', '265')
('265', '175', '142')
('265', '168', '195')
('265', '104', '175')
('240', '78', '78')
('240', '13', '78')
('221', '102', '168')
('221', '102', '102')
('220', '221', '301')
('197', '6', '5')
('197', '301', '301')
('197', '3', '197')
('196', '91', '5')
('196', '5', '140')
('196', '13', '33')
('195', '91', '91')
('195', '3', '168')
('195', '265', '168')
('195', '195', '3')
('195', '168', '265')
('192', '91', '5')
('19', '265', '168')
('19', '168', '3')
('175', '265', '265')
('175', '175', '3')
('175', '175', '146')
('168', '91', '163')
('168', '45', '192')
('168', '4', '3')
('168', '195', '265')
('168', '168', '162')
('168', '102', '5')
('163', '168', '168')
('162', '6', '3')
('146', '146', '146')
('146', '142', '175')
('146', '142', '104')
('146', '104', '142')
('142', '175', '146')
('13', '78', '240')
('13', '33', '13')
('13', '240', '13')
('13', '13', '195')
('13', '102', '168')
('104', '175', '265')
('104', '174', '175')
('104', '168', '102')
('102', '91', '45')
('102', '168', '104')
('102', '102', '91')
('102', '102', '192')
('91', '91', '140')
('91', '6', '45')
