('3', '3', '3')
('221', '221', '168')
('309', '3', '54')
('140', '4', '140')
('196', '240', '240')
('168', '168', '146')
('6', '6', '5')
('5', '5', '6')
('54', '54', '309')
('6', '5', '5')
('6', '168', '4')
('5', '221', '6')
('4', '265', '265')
('4', '7', '308')
('54', '309', '3')
('7', '308', '3')
('6', '5', '6')
('3', '6', '33')
('102', '102', '265')
('54', '140', '3')
('6', '192', '243')
('3', '102', '168')
('175', '175', '3')
('311', '240', '240')
('78', '240', '265')
('6', '221', '63')
('175', '3', '175')
('140', '6', '195')
('6', '102', '102')
('102', '3', '168')
('45', '5', '197')
('192', '125', '192')
('33', '195', '33')
('174', '174', '175')
('195', '33', '195')
('265', '78', '78')
('265', '102', '265')
('168', '54', '102')
('195', '5', '54')
('175', '175', '120')
('146', '168', '146')
('6', '6', '3')
('196', '240', '78')
('5', '5', '3')
('78', '4', '78')
('265', '168', '168')
('54', '102', '6')
('78', '240', '240')
('6', '195', '3')
('5', '6', '6')
('91', '91', '91')
('265', '168', '102')
('120', '175', '175')
('6', '192', '192')
('175', '174', '175')
('195', '196', '196')
('3', '19', '3')
('45', '3', '45')
('3', '195', '5')
('168', '265', '168')
('3', '265', '3')
('19', '3', '19')
('192', '6', '91')
('91', '6', '195')
('6', '33', '195')
('6', '125', '125')
('45', '3', '6')
('197', '192', '125')
('3', '3', '5')
('3', '3', '19')
('3', '175', '175')
('265', '221', '221')
('19', '3', '3')
('3', '3', '102')
('240', '174', '174')
('195', '6', '195')
('102', '221', '221')
('4', '175', '175')
('258', '311', '240')
('240', '240', '174')
('175', '191', '122')
('174', '175', '191')
('5', '6', '5')
('120', '6', '6')
('6', '63', '6')
('45', '45', '91')
('45', '45', '5')
('4', '6', '91')
('221', '265', '265')
('221', '221', '265')
('102', '168', '54')
('91', '258', '311')
('3', '19', '19')
('146', '168', '168')
('125', '91', '258')
('102', '168', '3')
('196', '196', '195')
('91', '6', '6')
('91', '195', '195')
('5', '220', '5')
('19', '19', '3')
('5', '221', '221')
('4', '240', '240')
('168', '240', '3')
('140', '197', '192')
('6', '11', '45')
('195', '195', '196')
('4', '168', '168')
('192', '192', '243')
('168', '3', '265')
('13', '13', '13')
('125', '192', '6')
('45', '195', '195')
('195', '5', '6')
('195', '195', '6')
('175', '4', '175')
('6', '174', '174')
('240', '78', '78')
('197', '192', '4')
('221', '63', '6')
('3', '265', '265')
('265', '168', '146')
('221', '142', '4')
('4', '78', '4')
('19', '19', '19')
('33', '33', '3')
('3', '33', '33')
('221', '221', '142')
('140', '140', '3')
('78', '240', '196')
('7', '142', '7')
('102', '6', '265')
('3', '3', '78')
('3', '3', '140')
('6', '265', '78')
('33', '33', '5')
('219', '219', '219')
('175', '175', '45')
('140', '6', '3')
('175', '195', '175')
('301', '301', '301')
('240', '3', '240')
('192', '140', '91')
('140', '91', '6')
('3', '240', '240')
('220', '6', '5')
('140', '140', '140')
('11', '11', '11')
('102', '265', '102')
('6', '5', '221')
('13', '102', '102')
('102', '102', '13')
('6', '91', '33')
('3', '175', '4')
('146', '3', '3')
('13', '195', '195')
('102', '13', '102')
('54', '140', '197')
('5', '5', '91')
('5', '220', '220')
('45', '91', '195')
('180', '125', '180')
('125', '91', '5')
('265', '240', '78')
('197', '140', '3')
('168', '3', '4')
('91', '45', '45')
('6', '45', '45')
('45', '175', '175')
('125', '91', '45')
('102', '102', '78')
('4', '221', '221')
('195', '195', '140')
('195', '3', '140')
('195', '120', '114')
('142', '4', '221')
('5', '5', '220')
('78', '265', '265')
('3', '102', '3')
('265', '265', '240')
('240', '265', '221')
('3', '176', '162')
('168', '168', '265')
('78', '168', '146')
('63', '6', '63')
('220', '5', '220')
('176', '162', '3')
('6', '195', '6')
('192', '125', '125')
('240', '240', '102')
('221', '3', '3')
('175', '175', '195')
('120', '114', '63')
('120', '114', '120')
('45', '45', '175')
('220', '5', '5')
('125', '180', '125')
('265', '78', '168')
('220', '220', '6')
('175', '175', '5')
('162', '3', '176')
('195', '3', '45')
('221', '168', '3')
('220', '195', '195')
('195', '140', '140')
('102', '3', '265')
('78', '3', '3')
('220', '220', '220')
('195', '6', '6')
('175', '5', '175')
('102', '6', '195')
('91', '5', '5')
('91', '5', '221')
('63', '6', '221')
('27', '174', '27')
('221', '221', '33')
('3', '78', '3')
('3', '6', '45')
('265', '78', '265')
('195', '102', '102')
('142', '7', '142')
('78', '265', '102')
('5', '6', '195')
('3', '5', '3')
('196', '195', '195')
('197', '197', '197')
('174', '175', '162')
('78', '196', '78')
('78', '180', '180')
('5', '63', '6')
('195', '13', '195')
('102', '3', '3')
('91', '33', '33')
('63', '6', '11')
('91', '195', '102')
('5', '140', '197')
('265', '265', '4')
('240', '102', '168')
('195', '195', '120')
('162', '195', '13')
('13', '175', '174')
('195', '195', '4')
('140', '3', '6')
('45', '6', '5')
('4', '4', '6')
('4', '78', '78')
('195', '195', '13')
('195', '175', '175')
('195', '13', '175')
('175', '45', '45')
('175', '45', '175')
('146', '3', '168')
('114', '120', '114')
('5', '3', '5')
('3', '5', '5')
('192', '4', '4')
('192', '3', '140')
('175', '162', '195')
('91', '6', '5')
('5', '6', '91')
('33', '33', '195')
('265', '3', '3')
('168', '7', '3')
('102', '6', '5')
('265', '265', '140')
('196', '78', '240')
('114', '42', '120')
('85', '85', '85')
('5', '91', '195')
('3', '3', '33')
('240', '240', '4')
('192', '6', '45')
('7', '175', '175')
('5', '6', '3')
('4', '168', '4')
('33', '3', '33')
('3', '45', '6')
('195', '6', '91')
('3', '6', '114')
('140', '4', '265')
('140', '197', '221')
('91', '91', '5')
('6', '221', '6')
('196', '78', '196')
('78', '5', '197')
('6', '3', '45')
('4', '4', '168')
('3', '3', '175')
('196', '195', '196')
('192', '140', '3')
('175', '7', '175')
('168', '168', '4')
('78', '78', '168')
('5', '221', '220')
('4', '3', '168')
('265', '140', '4')
('192', '192', '125')
('158', '158', '158')
('6', '5', '220')
('174', '174', '3')
('168', '265', '265')
('6', '3', '195')
('220', '220', '5')
('140', '3', '221')
('63', '6', '5')
('5', '192', '6')
('33', '3', '3')
('265', '265', '78')
('265', '256', '265')
('6', '91', '38')
('3', '6', '54')
('174', '11', '45')
('120', '114', '195')
('5', '195', '3')
('221', '221', '197')
('175', '175', '42')
('175', '175', '174')
('114', '63', '6')
('91', '195', '3')
('7', '175', '7')
('6', '33', '33')
('3', '168', '7')
('221', '168', '102')
('180', '180', '78')
('168', '146', '146')
('102', '168', '240')
('4', '168', '102')
('265', '309', '265')
('168', '102', '4')
('91', '6', '91')
('78', '168', '78')
('6', '42', '120')
('6', '221', '221')
('54', '140', '54')
('33', '197', '140')
('256', '265', '265')
('221', '33', '197')
('221', '221', '102')
('175', '7', '119')
('175', '174', '174')
('3', '5', '221')
('240', '240', '180')
('78', '142', '78')
('6', '91', '4')
('6', '221', '3')
('5', '91', '91')
('4', '4', '140')
('3', '78', '78')
('240', '180', '180')
('180', '240', '240')
('140', '54', '140')
('78', '175', '175')
('6', '5', '63')
('6', '102', '221')
('3', '6', '78')
('265', '265', '3')
('265', '265', '256')
('180', '180', '240')
('6', '175', '174')
('331', '4', '265')
('3', '3', '192')
('240', '265', '265')
('240', '240', '6')
('175', '5', '195')
('168', '102', '265')
('120', '3', '3')
('7', '3', '3')
('7', '3', '168')
('174', '27', '221')
('118', '6', '5')
('91', '5', '91')
('6', '168', '168')
('5', '3', '195')
('5', '195', '6')
('3', '102', '102')
('240', '4', '240')
('195', '220', '195')
('195', '196', '195')
('174', '174', '11')
('6', '91', '3')
('5', '175', '175')
('268', '45', '45')
('195', '4', '4')
('195', '195', '220')
('195', '175', '5')
('168', '265', '3')
('146', '146', '168')
('140', '3', '197')
('4', '78', '265')
('4', '168', '3')
('265', '265', '221')
('221', '27', '174')
('197', '33', '197')
('196', '195', '5')
('102', '102', '4')
('54', '140', '221')
('5', '197', '220')
('5', '118', '6')
('3', '168', '265')
('265', '102', '168')
('195', '201', '202')
('175', '5', '221')
('85', '195', '85')
('54', '3', '3')
('5', '33', '33')
('42', '120', '3')
('221', '221', '4')
('220', '221', '221')
('192', '5', '197')
('175', '175', '7')
('175', '175', '4')
('168', '168', '42')
('7', '174', '174')
('6', '5', '195')
('202', '199', '200')
('201', '202', '199')
('199', '200', '33')
('168', '102', '3')
('78', '240', '78')
('6', '45', '195')
('6', '240', '240')
('45', '45', '64')
('4', '4', '265')
('4', '195', '195')
('3', '3', '7')
('240', '78', '219')
('6', '91', '192')
('6', '221', '174')
('3', '4', '168')
('3', '195', '6')
('240', '240', '168')
('195', '85', '195')
('174', '175', '175')
('102', '4', '168')
('78', '78', '240')
('6', '33', '6')
('5', '45', '45')
('5', '197', '6')
('33', '6', '33')
('195', '197', '195')
('175', '42', '120')
('174', '45', '45')
('174', '174', '195')
('168', '78', '102')
('146', '146', '146')
('122', '268', '45')
('120', '6', '221')
('118', '6', '91')
('6', '192', '6')
('5', '91', '5')
('5', '5', '192')
('5', '4', '4')
('3', '4', '6')
('221', '221', '220')
('195', '45', '3')
('140', '140', '195')
('7', '119', '174')
('6', '54', '140')
('4', '5', '197')
('3', '146', '168')
('221', '221', '63')
('195', '6', '5')
('195', '195', '45')
('168', '3', '6')
('140', '3', '195')
('125', '192', '192')
('120', '175', '3')
('63', '120', '114')
('5', '221', '140')
('5', '120', '114')
('42', '42', '120')
('4', '4', '118')
('33', '33', '6')
('3', '5', '197')
('191', '122', '268')
('168', '4', '3')
('142', '7', '7')
('140', '221', '221')
('45', '45', '195')
('45', '3', '140')
('4', '118', '6')
('33', '5', '33')
('3', '6', '7')
('221', '221', '199')
('195', '3', '5')
('120', '114', '5')
('78', '265', '3')
('7', '7', '142')
('6', '78', '78')
('4', '63', '6')
('221', '220', '6')
('201', '45', '45')
('196', '196', '3')
('180', '180', '125')
('11', '11', '45')
('6', '6', '91')
('6', '6', '78')
('4', '265', '4')
('33', '5', '5')
('3', '6', '174')
('3', '197', '33')
('265', '240', '265')
('197', '195', '195')
('196', '78', '78')
('195', '91', '195')
('192', '6', '6')
('142', '7', '3')
('125', '91', '20')
('102', '102', '221')
('91', '20', '174')
('78', '78', '5')
('78', '195', '195')
('27', '221', '3')
('221', '174', '174')
('20', '174', '201')
('195', '195', '201')
('174', '201', '45')
('174', '174', '7')
('140', '195', '195')
('122', '45', '45')
('120', '175', '174')
('91', '195', '6')
('6', '120', '114')
('5', '141', '141')
('33', '33', '192')
('221', '3', '221')
('221', '221', '120')
('221', '199', '102')
('78', '33', '33')
('7', '3', '4')
('6', '5', '4')
('5', '33', '5')
('5', '220', '221')
('3', '4', '265')
('3', '120', '6')
('199', '102', '6')
('195', '5', '220')
('125', '3', '3')
('6', '5', '140')
('5', '3', '45')
('33', '197', '221')
('3', '3', '197')
('3', '221', '27')
('3', '192', '3')
('265', '4', '265')
('221', '220', '220')
('197', '45', '3')
('141', '141', '6')
('119', '174', '175')
('91', '38', '5')
('78', '4', '5')
('6', '91', '197')
('45', '6', '91')
('45', '140', '140')
('38', '5', '118')
('3', '6', '42')
('3', '5', '6')
('3', '196', '196')
('197', '6', '6')
('175', '54', '175')
('175', '3', '3')
('142', '142', '7')
('140', '3', '265')
('125', '180', '180')
('102', '78', '78')
('102', '168', '4')
('102', '168', '265')
('6', '91', '91')
('6', '91', '240')
('6', '140', '140')
('42', '54', '140')
('3', '7', '175')
('3', '45', '195')
('221', '140', '197')
('221', '120', '6')
('200', '33', '195')
('195', '4', '195')
('195', '195', '197')
('174', '6', '6')
('114', '5', '120')
('1', '1', '252')
('6', '125', '3')
('5', '5', '4')
('4', '4', '5')
('3', '78', '142')
('265', '140', '3')
('252', '1', '1')
('221', '221', '42')
('195', '5', '141')
('142', '78', '3')
('120', '6', '120')
('120', '120', '114')
('6', '91', '45')
('6', '5', '192')
('6', '4', '168')
('5', '195', '175')
('45', '45', '192')
('3', '6', '175')
('3', '175', '5')
('240', '240', '5')
('192', '3', '195')
('174', '7', '175')
('174', '7', '174')
('174', '174', '221')
('168', '42', '168')
('168', '4', '4')
('168', '119', '168')
('140', '4', '6')
('140', '3', '78')
('120', '175', '7')
('102', '265', '309')
('91', '5', '3')
('6', '6', '192')
('6', '6', '11')
('5', '192', '5')
('3', '45', '140')
('3', '168', '4')
('195', '195', '54')
('160', '159', '120')
('140', '6', '91')
('120', '114', '4')
('91', '78', '4')
('91', '3', '6')
('85', '195', '195')
('78', '196', '240')
('6', '6', '175')
('45', '168', '146')
('4', '5', '5')
('33', '195', '196')
('3', '78', '168')
('3', '42', '120')
('3', '4', '140')
('3', '3', '91')
('265', '4', '4')
('265', '168', '4')
('196', '3', '196')
('195', '6', '3')
('195', '195', '91')
('195', '174', '174')
('175', '174', '7')
('120', '6', '174')
('102', '4', '4')
('102', '3', '102')
('102', '240', '240')
('6', '6', '33')
('6', '4', '4')
('6', '120', '6')
('45', '64', '195')
('45', '45', '4')
('33', '195', '195')
('3', '7', '7')
('3', '5', '195')
('197', '3', '45')
('195', '175', '195')
('19', '196', '196')
('175', '42', '175')
('174', '221', '221')
('146', '3', '265')
('120', '3', '6')
('64', '195', '195')
('6', '197', '6')
('42', '120', '175')
('4', '5', '221')
('3', '3', '54')
('3', '142', '3')
('3', '140', '6')
('265', '221', '265')
('221', '221', '11')
('195', '5', '192')
('195', '42', '120')
('191', '122', '45')
('174', '175', '174')
('142', '3', '142')
('13', '5', '197')
('119', '168', '119')
('78', '168', '3')
('6', '91', '201')
('6', '3', '5')
('5', '5', '33')
('5', '192', '192')
('33', '5', '192')
('33', '33', '4')
('33', '3', '6')
('3', '33', '3')
('265', '78', '4')
('240', '78', '196')
('240', '242', '78')
('221', '240', '240')
('221', '11', '45')
('220', '6', '195')
('197', '197', '85')
('192', '3', '45')
('180', '180', '45')
('180', '125', '125')
('175', '4', '142')
('175', '174', '6')
('114', '195', '195')
('114', '195', '120')
('78', '219', '311')
('6', '114', '42')
('5', '6', '192')
('5', '5', '45')
('5', '4', '5')
('45', '91', '6')
('45', '45', '6')
('45', '3', '195')
('45', '180', '180')
('3', '6', '4')
('3', '4', '175')
('3', '197', '6')
('242', '78', '240')
('240', '265', '102')
('240', '240', '242')
('221', '221', '6')
('221', '221', '240')
('197', '5', '5')
('195', '5', '4')
('192', '45', '45')
('191', '122', '174')
('180', '45', '180')
('174', '27', '174')
('140', '195', '3')
('13', '195', '4')
('125', '125', '180')
('78', '78', '4')
('63', '6', '6')
('63', '6', '195')
('6', '221', '197')
('5', '3', '33')
('5', '220', '195')
('4', '140', '140')
('3', '45', '5')
('252', '252', '1')
('240', '240', '33')
('221', '63', '195')
('195', '33', '33')
('120', '6', '7')
('102', '265', '265')
('1', '252', '252')
('91', '3', '3')
('85', '196', '196')
('6', '33', '192')
('54', '54', '175')
('33', '5', '6')
('33', '33', '78')
('33', '192', '6')
('3', '6', '140')
('3', '6', '102')
('3', '54', '140')
('3', '192', '6')
('240', '78', '242')
('240', '5', '197')
('221', '42', '221')
('197', '221', '3')
('196', '196', '85')
('196', '19', '196')
('180', '78', '180')
('175', '54', '54')
('172', '172', '172')
('142', '4', '6')
('102', '4', '3')
('85', '85', '195')
('78', '242', '240')
('78', '140', '3')
('7', '7', '119')
('63', '63', '6')
('6', '6', '63')
('6', '5', '54')
('6', '5', '33')
('6', '33', '3')
('6', '175', '175')
('45', '175', '5')
('4', '6', '4')
('33', '192', '192')
('3', '4', '13')
('242', '240', '240')
('221', '63', '120')
('221', '221', '201')
('221', '140', '4')
('197', '192', '197')
('196', '85', '196')
('195', '3', '175')
('195', '192', '6')
('192', '6', '195')
('192', '195', '5')
('175', '3', '4')
('174', '3', '6')
('168', '168', '240')
('125', '192', '125')
('125', '125', '192')
('120', '114', '114')
('114', '5', '221')
('91', '5', '6')
('63', '6', '3')
('6', '91', '102')
('6', '78', '5')
('5', '6', '125')
('5', '221', '141')
('45', '5', '5')
('45', '175', '45')
('33', '78', '33')
('3', '6', '197')
('3', '221', '3')
('3', '197', '45')
('265', '3', '168')
('240', '240', '3')
('221', '168', '168')
('221', '102', '78')
('195', '5', '140')
('174', '6', '3')
('168', '4', '265')
('168', '146', '45')
('125', '5', '5')
('120', '6', '114')
('78', '5', '5')
('78', '102', '221')
('7', '7', '7')
('7', '7', '175')
('7', '142', '142')
('63', '195', '195')
('6', '197', '3')
('6', '125', '91')
('6', '125', '5')
('6', '11', '11')
('5', '42', '120')
('5', '197', '4')
('5', '175', '5')
('45', '195', '5')
('4', '6', '6')
('4', '4', '195')
('4', '331', '4')
('4', '240', '78')
('4', '13', '142')
('331', '265', '265')
('3', '3', '146')
('240', '221', '221')
('240', '168', '240')
('240', '168', '102')
('197', '85', '85')
('197', '221', '221')
('196', '196', '19')
('195', '220', '6')
('175', '195', '3')
('168', '5', '197')
('114', '63', '120')
('91', '192', '195')
('78', '78', '33')
('63', '221', '6')
('6', '78', '102')
('6', '6', '4')
('6', '3', '140')
('6', '125', '195')
('5', '5', '221')
('5', '195', '91')
('42', '175', '175')
('4', '13', '195')
('33', '5', '140')
('33', '195', '201')
('3', '3', '120')
('265', '4', '240')
('265', '3', '102')
('265', '168', '54')
('221', '33', '33')
('221', '201', '102')
('199', '102', '102')
('197', '6', '5')
('195', '78', '175')
('195', '42', '54')
('195', '196', '78')
('195', '195', '192')
('195', '120', '6')
('195', '120', '175')
('192', '3', '5')
('192', '195', '6')
('175', '6', '3')
('175', '3', '7')
('175', '120', '3')
('174', '6', '5')
('125', '125', '45')
('122', '174', '45')
('7', '42', '120')
('6', '5', '41')
('57', '175', '54')
('54', '175', '6')
('5', '54', '54')
('5', '197', '45')
('5', '125', '125')
('45', '221', '221')
('331', '120', '6')
('33', '6', '6')
('33', '5', '195')
('3', '7', '3')
('3', '221', '221')
('3', '120', '114')
('3', '102', '265')
('240', '168', '3')
('221', '168', '240')
('220', '5', '197')
('197', '6', '91')
('197', '221', '143')
('197', '192', '5')
('195', '91', '5')
('195', '5', '91')
('195', '5', '45')
('195', '195', '174')
('192', '197', '140')
('174', '57', '175')
('174', '174', '57')
('174', '174', '54')
('146', '168', '265')
('140', '3', '45')
('6', '63', '63')
('6', '6', '54')
('6', '6', '197')
('6', '45', '3')
('6', '42', '42')
('6', '331', '4')
('6', '195', '42')
('5', '6', '33')
('5', '41', '41')
('5', '192', '125')
('45', '192', '5')
('4', '5', '220')
('38', '6', '6')
('309', '265', '3')
('308', '308', '3')
('3', '3', '221')
('221', '63', '221')
('220', '5', '195')
('219', '311', '240')
('196', '33', '33')
('195', '140', '195')
('192', '91', '91')
('180', '78', '78')
('175', '195', '195')
('175', '140', '120')
('174', '142', '142')
('168', '3', '146')
('141', '6', '195')
('102', '6', '240')
('102', '255', '255')
('91', '4', '4')
('78', '102', '78')
('63', '6', '120')
('6', '195', '91')
('6', '192', '5')
('6', '142', '7')
('6', '142', '3')
('54', '197', '192')
('5', '221', '45')
('45', '91', '5')
('4', '265', '168')
('4', '120', '6')
('3', '175', '120')
('3', '140', '195')
('268', '5', '197')
('240', '6', '240')
('240', '5', '5')
('240', '3', '6')
('240', '240', '195')
('221', '3', '195')
('221', '265', '140')
('197', '220', '5')
('197', '195', '5')
('196', '5', '3')
('196', '3', '3')
('195', '240', '240')
('175', '78', '142')
('175', '175', '78')
('168', '6', '6')
('142', '78', '175')
('140', '4', '221')
('140', '120', '175')
('120', '114', '42')
('102', '168', '78')
('91', '4', '6')
('91', '174', '174')
('91', '102', '102')
('78', '4', '240')
('78', '33', '195')
('78', '3', '78')
('78', '3', '265')
('78', '168', '5')
('7', '308', '308')
('6', '91', '174')
('6', '6', '142')
('6', '54', '3')
('6', '201', '199')
('6', '195', '197')
('5', '3', '4')
('45', '45', '199')
('309', '265', '102')
('3', '3', '174')
('255', '255', '255')
('240', '33', '195')
('221', '63', '4')
('221', '221', '66')
('197', '140', '4')
('196', '195', '85')
('195', '78', '78')
('192', '6', '78')
('192', '5', '6')
('192', '5', '5')
('175', '54', '140')
('175', '5', '4')
('175', '174', '142')
('174', '174', '5')
('168', '4', '240')
('140', '197', '3')
('13', '195', '174')
('125', '195', '5')
('120', '175', '120')
('91', '33', '5')
('78', '78', '140')
('78', '4', '4')
('6', '91', '196')
('6', '78', '265')
('6', '195', '201')
('5', '197', '78')
('4', '4', '91')
('4', '3', '5')
('4', '197', '140')
('33', '192', '125')
('33', '125', '125')
('3', '6', '192')
('3', '4', '5')
('3', '120', '3')
('195', '54', '3')
('195', '195', '42')
('174', '195', '195')
('168', '6', '4')
('168', '240', '240')
('168', '240', '168')
('159', '120', '140')
('140', '4', '197')
('125', '33', '33')
('11', '45', '221')
('1', '252', '1')
('63', '6', '4')
('63', '4', '63')
('6', '6', '45')
('6', '6', '114')
('6', '168', '146')
('6', '114', '120')
('6', '114', '114')
('54', '175', '175')
('5', '6', '197')
('5', '221', '142')
('5', '197', '195')
('5', '140', '140')
('45', '45', '78')
('4', '331', '265')
('4', '197', '192')
('311', '78', '240')
('255', '256', '265')
('255', '255', '256')
('240', '78', '180')
('240', '168', '168')
('221', '197', '3')
('197', '5', '220')
('197', '220', '195')
('195', '195', '33')
('195', '140', '3')
('192', '4', '6')
('175', '195', '120')
('175', '175', '140')
('175', '11', '45')
('125', '91', '174')
('120', '7', '175')
('120', '3', '120')
('102', '3', '78')
('102', '102', '5')
('91', '5', '192')
('78', '78', '219')
('78', '3', '175')
('78', '102', '168')
('66', '6', '6')
('6', '6', '331')
('6', '6', '221')
('6', '45', '6')
('6', '3', '120')
('6', '196', '195')
('54', '6', '5')
('54', '54', '6')
('54', '45', '45')
('5', '45', '3')
('5', '221', '78')
('5', '175', '195')
('45', '4', '4')
('45', '33', '33')
('4', '63', '221')
('4', '265', '221')
('4', '174', '174')
('3', '3', '196')
('3', '19', '196')
('27', '174', '6')
('240', '102', '102')
('221', '78', '5')
('221', '4', '168')
('221', '143', '3')
('220', '4', '5')
('219', '311', '78')
('197', '3', '195')
('195', '197', '6')
('195', '195', '175')
('192', '140', '4')
('168', '78', '168')
('155', '157', '266')
('142', '4', '174')
('142', '142', '142')
('140', '6', '45')
('140', '42', '120')
('140', '120', '6')
('122', '54', '45')
('120', '6', '195')
('12', '174', '174')
('97', '12', '174')
('91', '91', '78')
('91', '5', '195')
('91', '45', '5')
('91', '197', '197')
('9', '195', '10')
('78', '78', '195')
('78', '5', '6')
('60', '97', '12')
('6', '91', '78')
('6', '9', '195')
('6', '3', '4')
('6', '195', '196')
('6', '114', '195')
('5', '6', '9')
('5', '54', '3')
('5', '5', '54')
('5', '4', '6')
('5', '4', '197')
('5', '195', '220')
('45', '45', '174')
('45', '45', '168')
('45', '45', '13')
('45', '195', '3')
('41', '60', '97')
('41', '41', '60')
('4', '6', '5')
('4', '42', '120')
('4', '3', '120')
('4', '140', '3')
('4', '120', '3')
('4', '102', '168')
('38', '118', '6')
('33', '4', '33')
('3', '6', '196')
('3', '5', '54')
('3', '3', '331')
('3', '175', '54')
('3', '168', '6')
('3', '102', '240')
('240', '78', '168')
('240', '4', '168')
('221', '66', '6')
('221', '141', '141')
('221', '102', '102')
('201', '195', '195')
('201', '102', '168')
('197', '78', '5')
('197', '192', '195')
('196', '3', '19')
('195', '42', '221')
('195', '197', '3')
('175', '175', '6')
('175', '120', '7')
('174', '3', '195')
('174', '174', '6')
('162', '162', '162')
('142', '3', '195')
('142', '195', '78')
('142', '142', '4')
('140', '6', '140')
('140', '4', '4')
('140', '140', '42')
('125', '3', '6')
('102', '7', '3')
('102', '4', '240')
('102', '221', '102')
('91', '78', '78')
('91', '11', '45')
('85', '195', '196')
('78', '240', '219')
('7', '119', '6')
('6', '197', '192')
('6', '192', '125')
('6', '13', '195')
('54', '54', '5')
('54', '175', '174')
('5', '54', '5')
('45', '64', '78')
('45', '6', '195')
('4', '142', '195')
('4', '102', '4')
('33', '6', '125')
('3', '6', '168')
('3', '6', '13')
('3', '196', '3')
('3', '192', '192')
('266', '160', '159')
('265', '331', '4')
('265', '265', '309')
('265', '265', '102')
('255', '255', '265')
('197', '6', '174')
('197', '220', '220')
('196', '78', '195')
('195', '85', '78')
('195', '6', '125')
('192', '5', '3')
('192', '195', '195')
('191', '122', '54')
('19', '196', '3')
('175', '7', '7')
('175', '307', '175')
('174', '3', '78')
('174', '174', '45')
('168', '78', '195')
